"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC12233_2","NCTC13142_2","NCTC13277_2","NCTC13395_2","NCTC13616_2","NCTC1803_2","NCTC4137_2","NCTC6136_2","NCTC7988_2","NCTC9555_2"
"WP_000037326.1","","tyrosine-protein kinase","10","10","1","1","1229","","","","686","686","686","5ed739b8eba34d81c44a46f3a235e95d_257","a6596c4a203e63fb6b02f6e492b61789_249","635a081118a8dafa9e232517c2cf67f9_300","ff262237f3470f60d8b7b16b3d58ad2c_263","14c52b1fad0ff98e5cf49028371d6243_249","4a58a390596d4900f56ec453eae7d1e7_5299","cc2e0eb80d2c122d721349f05f3eeaf8_209","46fc0cff5994e5bf181db51ddfa21095_201","0f07ae81df8f8d06fbc4da89d7ffc57a_199","8517706599505fe9f8a7a5c896166270_199"
"WP_014532540.1","","non-ribosomal peptide synthetase","10","10","1","1","1263","","","","7175","7175","7175","5ed739b8eba34d81c44a46f3a235e95d_313","a6596c4a203e63fb6b02f6e492b61789_305","635a081118a8dafa9e232517c2cf67f9_356","ff262237f3470f60d8b7b16b3d58ad2c_319","14c52b1fad0ff98e5cf49028371d6243_305","4a58a390596d4900f56ec453eae7d1e7_5351","cc2e0eb80d2c122d721349f05f3eeaf8_265","46fc0cff5994e5bf181db51ddfa21095_257","0f07ae81df8f8d06fbc4da89d7ffc57a_251","8517706599505fe9f8a7a5c896166270_251"
"argJ","","bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ","10","10","1","1","1267","","","","1241","1241","1241","5ed739b8eba34d81c44a46f3a235e95d_321","a6596c4a203e63fb6b02f6e492b61789_313","635a081118a8dafa9e232517c2cf67f9_364","ff262237f3470f60d8b7b16b3d58ad2c_327","14c52b1fad0ff98e5cf49028371d6243_313","4a58a390596d4900f56ec453eae7d1e7_5359","cc2e0eb80d2c122d721349f05f3eeaf8_273","46fc0cff5994e5bf181db51ddfa21095_265","0f07ae81df8f8d06fbc4da89d7ffc57a_259","8517706599505fe9f8a7a5c896166270_259"
"WP_000211600.1","","complement inhibitor SCIN family protein","10","10","1","1","1318","","","","344","344","344","5ed739b8eba34d81c44a46f3a235e95d_401","a6596c4a203e63fb6b02f6e492b61789_393","635a081118a8dafa9e232517c2cf67f9_440","ff262237f3470f60d8b7b16b3d58ad2c_407","14c52b1fad0ff98e5cf49028371d6243_393","4a58a390596d4900f56ec453eae7d1e7_5439","cc2e0eb80d2c122d721349f05f3eeaf8_367","46fc0cff5994e5bf181db51ddfa21095_359","0f07ae81df8f8d06fbc4da89d7ffc57a_339","8517706599505fe9f8a7a5c896166270_339"
"WP_011446984.1","","PTS sugar transporter subunit IIC","10","10","1","1","1447","","","","950","1031","982","5ed739b8eba34d81c44a46f3a235e95d_575","a6596c4a203e63fb6b02f6e492b61789_563","635a081118a8dafa9e232517c2cf67f9_608","ff262237f3470f60d8b7b16b3d58ad2c_579","14c52b1fad0ff98e5cf49028371d6243_563","4a58a390596d4900f56ec453eae7d1e7_5635","cc2e0eb80d2c122d721349f05f3eeaf8_535","46fc0cff5994e5bf181db51ddfa21095_529","0f07ae81df8f8d06fbc4da89d7ffc57a_537","8517706599505fe9f8a7a5c896166270_527"
"WP_001191940.1","","NAD-dependent deacetylase","10","10","1","1","2242","","","","944","944","944","5ed739b8eba34d81c44a46f3a235e95d_743","a6596c4a203e63fb6b02f6e492b61789_597","635a081118a8dafa9e232517c2cf67f9_642","ff262237f3470f60d8b7b16b3d58ad2c_613","14c52b1fad0ff98e5cf49028371d6243_597","4a58a390596d4900f56ec453eae7d1e7_175","cc2e0eb80d2c122d721349f05f3eeaf8_569","46fc0cff5994e5bf181db51ddfa21095_693","0f07ae81df8f8d06fbc4da89d7ffc57a_709","8517706599505fe9f8a7a5c896166270_707"
"WP_001246013.1","","helix-turn-helix transcriptional regulator","10","10","1","1","2267","","","","203","203","203","5ed739b8eba34d81c44a46f3a235e95d_787","a6596c4a203e63fb6b02f6e492b61789_641","635a081118a8dafa9e232517c2cf67f9_686","ff262237f3470f60d8b7b16b3d58ad2c_657","14c52b1fad0ff98e5cf49028371d6243_641","4a58a390596d4900f56ec453eae7d1e7_217","cc2e0eb80d2c122d721349f05f3eeaf8_613","46fc0cff5994e5bf181db51ddfa21095_737","0f07ae81df8f8d06fbc4da89d7ffc57a_754","8517706599505fe9f8a7a5c896166270_749"
"WP_000158384.1","","histidine phosphatase family protein","10","10","1","1","2300","","","","581","581","581","5ed739b8eba34d81c44a46f3a235e95d_844","a6596c4a203e63fb6b02f6e492b61789_696","635a081118a8dafa9e232517c2cf67f9_781","ff262237f3470f60d8b7b16b3d58ad2c_712","14c52b1fad0ff98e5cf49028371d6243_696","4a58a390596d4900f56ec453eae7d1e7_272","cc2e0eb80d2c122d721349f05f3eeaf8_670","46fc0cff5994e5bf181db51ddfa21095_834","0f07ae81df8f8d06fbc4da89d7ffc57a_811","8517706599505fe9f8a7a5c896166270_806"
"WP_000763768.1","","hypothetical protein","10","10","1","1","2312","","","","407","407","407","5ed739b8eba34d81c44a46f3a235e95d_866","a6596c4a203e63fb6b02f6e492b61789_718","635a081118a8dafa9e232517c2cf67f9_803","ff262237f3470f60d8b7b16b3d58ad2c_734","14c52b1fad0ff98e5cf49028371d6243_718","4a58a390596d4900f56ec453eae7d1e7_294","cc2e0eb80d2c122d721349f05f3eeaf8_692","46fc0cff5994e5bf181db51ddfa21095_856","0f07ae81df8f8d06fbc4da89d7ffc57a_833","8517706599505fe9f8a7a5c896166270_828"
"WP_000634098.1","","cysteine synthase family protein","10","10","1","1","2397","","","","905","914","907","5ed739b8eba34d81c44a46f3a235e95d_975","a6596c4a203e63fb6b02f6e492b61789_847","635a081118a8dafa9e232517c2cf67f9_902","ff262237f3470f60d8b7b16b3d58ad2c_843","14c52b1fad0ff98e5cf49028371d6243_811","4a58a390596d4900f56ec453eae7d1e7_432","cc2e0eb80d2c122d721349f05f3eeaf8_839","46fc0cff5994e5bf181db51ddfa21095_971","0f07ae81df8f8d06fbc4da89d7ffc57a_971","8517706599505fe9f8a7a5c896166270_966"
"WP_000588522.1","","NUDIX domain-containing protein","10","10","1","1","2404","","","","395","395","395","5ed739b8eba34d81c44a46f3a235e95d_989","a6596c4a203e63fb6b02f6e492b61789_861","635a081118a8dafa9e232517c2cf67f9_916","ff262237f3470f60d8b7b16b3d58ad2c_857","14c52b1fad0ff98e5cf49028371d6243_825","4a58a390596d4900f56ec453eae7d1e7_446","cc2e0eb80d2c122d721349f05f3eeaf8_853","46fc0cff5994e5bf181db51ddfa21095_985","0f07ae81df8f8d06fbc4da89d7ffc57a_985","8517706599505fe9f8a7a5c896166270_980"
"folP","","dihydropteroate synthase","10","10","1","1","2455","","","","803","803","803","5ed739b8eba34d81c44a46f3a235e95d_1104","a6596c4a203e63fb6b02f6e492b61789_976","635a081118a8dafa9e232517c2cf67f9_1034","ff262237f3470f60d8b7b16b3d58ad2c_972","14c52b1fad0ff98e5cf49028371d6243_940","4a58a390596d4900f56ec453eae7d1e7_561","cc2e0eb80d2c122d721349f05f3eeaf8_968","46fc0cff5994e5bf181db51ddfa21095_1100","0f07ae81df8f8d06fbc4da89d7ffc57a_1100","8517706599505fe9f8a7a5c896166270_1098"
"WP_001790128.1","","hypothetical protein","10","10","1","1","2458","","","","92","92","92","5ed739b8eba34d81c44a46f3a235e95d_1110","a6596c4a203e63fb6b02f6e492b61789_982","635a081118a8dafa9e232517c2cf67f9_1040","ff262237f3470f60d8b7b16b3d58ad2c_978","14c52b1fad0ff98e5cf49028371d6243_946","4a58a390596d4900f56ec453eae7d1e7_567","cc2e0eb80d2c122d721349f05f3eeaf8_974","46fc0cff5994e5bf181db51ddfa21095_1106","0f07ae81df8f8d06fbc4da89d7ffc57a_1106","8517706599505fe9f8a7a5c896166270_1104"
"group_248","rpmG","50S ribosomal protein L33","10","10","1","1","2477","","","","143","143","143","5ed739b8eba34d81c44a46f3a235e95d_1196","a6596c4a203e63fb6b02f6e492b61789_1068","635a081118a8dafa9e232517c2cf67f9_1120","ff262237f3470f60d8b7b16b3d58ad2c_1064","14c52b1fad0ff98e5cf49028371d6243_1032","4a58a390596d4900f56ec453eae7d1e7_641","cc2e0eb80d2c122d721349f05f3eeaf8_1048","46fc0cff5994e5bf181db51ddfa21095_1192","0f07ae81df8f8d06fbc4da89d7ffc57a_1192","8517706599505fe9f8a7a5c896166270_1190"
"WP_000667097.1","","HAD family hydrolase","10","10","1","1","2515","","","","647","647","647","5ed739b8eba34d81c44a46f3a235e95d_1273","a6596c4a203e63fb6b02f6e492b61789_1145","635a081118a8dafa9e232517c2cf67f9_1195","ff262237f3470f60d8b7b16b3d58ad2c_1141","14c52b1fad0ff98e5cf49028371d6243_1109","4a58a390596d4900f56ec453eae7d1e7_718","cc2e0eb80d2c122d721349f05f3eeaf8_1125","46fc0cff5994e5bf181db51ddfa21095_1267","0f07ae81df8f8d06fbc4da89d7ffc57a_1269","8517706599505fe9f8a7a5c896166270_1267"
"WP_000671099.1","","hypothetical protein","10","10","1","1","2520","","","","269","278","271","5ed739b8eba34d81c44a46f3a235e95d_1283","a6596c4a203e63fb6b02f6e492b61789_1155","635a081118a8dafa9e232517c2cf67f9_1205","ff262237f3470f60d8b7b16b3d58ad2c_1151","14c52b1fad0ff98e5cf49028371d6243_1119","4a58a390596d4900f56ec453eae7d1e7_728","cc2e0eb80d2c122d721349f05f3eeaf8_1135","46fc0cff5994e5bf181db51ddfa21095_1277","0f07ae81df8f8d06fbc4da89d7ffc57a_1279","8517706599505fe9f8a7a5c896166270_1277"
"WP_000248116.1","","DUF5327 family protein","10","10","1","1","2524","","","","380","380","380","5ed739b8eba34d81c44a46f3a235e95d_1291","a6596c4a203e63fb6b02f6e492b61789_1163","635a081118a8dafa9e232517c2cf67f9_1213","ff262237f3470f60d8b7b16b3d58ad2c_1159","14c52b1fad0ff98e5cf49028371d6243_1127","4a58a390596d4900f56ec453eae7d1e7_736","cc2e0eb80d2c122d721349f05f3eeaf8_1143","46fc0cff5994e5bf181db51ddfa21095_1285","0f07ae81df8f8d06fbc4da89d7ffc57a_1287","8517706599505fe9f8a7a5c896166270_1285"
"WP_001808006.1","","DMT family transporter","10","10","1","1","2571","","","","929","929","929","5ed739b8eba34d81c44a46f3a235e95d_1387","a6596c4a203e63fb6b02f6e492b61789_1237","635a081118a8dafa9e232517c2cf67f9_1289","ff262237f3470f60d8b7b16b3d58ad2c_1253","14c52b1fad0ff98e5cf49028371d6243_1201","4a58a390596d4900f56ec453eae7d1e7_812","cc2e0eb80d2c122d721349f05f3eeaf8_1235","46fc0cff5994e5bf181db51ddfa21095_1377","0f07ae81df8f8d06fbc4da89d7ffc57a_1363","8517706599505fe9f8a7a5c896166270_1361"
"WP_000060793.1","","DUF4040 family protein","10","10","1","1","2577","","","","2402","2402","2402","5ed739b8eba34d81c44a46f3a235e95d_1395","a6596c4a203e63fb6b02f6e492b61789_1245","635a081118a8dafa9e232517c2cf67f9_1297","ff262237f3470f60d8b7b16b3d58ad2c_1261","14c52b1fad0ff98e5cf49028371d6243_1209","4a58a390596d4900f56ec453eae7d1e7_820","cc2e0eb80d2c122d721349f05f3eeaf8_1243","46fc0cff5994e5bf181db51ddfa21095_1385","0f07ae81df8f8d06fbc4da89d7ffc57a_1371","8517706599505fe9f8a7a5c896166270_1369"
"WP_001101589.1","","CDP-glycerol glycerophosphotransferase family protein","10","10","1","1","2594","","","","1103","1103","1103","5ed739b8eba34d81c44a46f3a235e95d_1427","a6596c4a203e63fb6b02f6e492b61789_1277","635a081118a8dafa9e232517c2cf67f9_1333","ff262237f3470f60d8b7b16b3d58ad2c_1293","14c52b1fad0ff98e5cf49028371d6243_1241","4a58a390596d4900f56ec453eae7d1e7_852","cc2e0eb80d2c122d721349f05f3eeaf8_1275","46fc0cff5994e5bf181db51ddfa21095_1417","0f07ae81df8f8d06fbc4da89d7ffc57a_1403","8517706599505fe9f8a7a5c896166270_1401"
"WP_001124167.1","","PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM","10","10","1","1","2607","","","","362","362","362","5ed739b8eba34d81c44a46f3a235e95d_1453","a6596c4a203e63fb6b02f6e492b61789_1303","635a081118a8dafa9e232517c2cf67f9_1359","ff262237f3470f60d8b7b16b3d58ad2c_1319","14c52b1fad0ff98e5cf49028371d6243_1267","4a58a390596d4900f56ec453eae7d1e7_878","cc2e0eb80d2c122d721349f05f3eeaf8_1301","46fc0cff5994e5bf181db51ddfa21095_1443","0f07ae81df8f8d06fbc4da89d7ffc57a_1429","8517706599505fe9f8a7a5c896166270_1427"
"WP_000198504.1","","hypothetical protein","10","10","1","1","2611","","","","428","428","428","5ed739b8eba34d81c44a46f3a235e95d_1461","a6596c4a203e63fb6b02f6e492b61789_1311","635a081118a8dafa9e232517c2cf67f9_1367","ff262237f3470f60d8b7b16b3d58ad2c_1327","14c52b1fad0ff98e5cf49028371d6243_1275","4a58a390596d4900f56ec453eae7d1e7_886","cc2e0eb80d2c122d721349f05f3eeaf8_1309","46fc0cff5994e5bf181db51ddfa21095_1451","0f07ae81df8f8d06fbc4da89d7ffc57a_1437","8517706599505fe9f8a7a5c896166270_1435"
"WP_000776018.1","","DNA-binding protein","10","10","1","1","2665","","","","422","422","422","5ed739b8eba34d81c44a46f3a235e95d_1539","a6596c4a203e63fb6b02f6e492b61789_1389","635a081118a8dafa9e232517c2cf67f9_1517","ff262237f3470f60d8b7b16b3d58ad2c_1405","14c52b1fad0ff98e5cf49028371d6243_1355","4a58a390596d4900f56ec453eae7d1e7_964","cc2e0eb80d2c122d721349f05f3eeaf8_1387","46fc0cff5994e5bf181db51ddfa21095_1529","0f07ae81df8f8d06fbc4da89d7ffc57a_1515","8517706599505fe9f8a7a5c896166270_1513"
"norA","","multidrug efflux MFS transporter NorA","10","10","1","1","2666","","","","1166","1166","1166","5ed739b8eba34d81c44a46f3a235e95d_1541","a6596c4a203e63fb6b02f6e492b61789_1391","635a081118a8dafa9e232517c2cf67f9_1519","ff262237f3470f60d8b7b16b3d58ad2c_1407","14c52b1fad0ff98e5cf49028371d6243_1357","4a58a390596d4900f56ec453eae7d1e7_966","cc2e0eb80d2c122d721349f05f3eeaf8_1389","46fc0cff5994e5bf181db51ddfa21095_1531","0f07ae81df8f8d06fbc4da89d7ffc57a_1517","8517706599505fe9f8a7a5c896166270_1515"
"WP_000433551.1","","ABC transporter ATP-binding protein","10","10","1","1","1703","","","","1094","1094","1094","5ed739b8eba34d81c44a46f3a235e95d_2227","a6596c4a203e63fb6b02f6e492b61789_2047","635a081118a8dafa9e232517c2cf67f9_2174","ff262237f3470f60d8b7b16b3d58ad2c_2061","14c52b1fad0ff98e5cf49028371d6243_2011","4a58a390596d4900f56ec453eae7d1e7_1600","cc2e0eb80d2c122d721349f05f3eeaf8_2041","46fc0cff5994e5bf181db51ddfa21095_2307","0f07ae81df8f8d06fbc4da89d7ffc57a_2155","8517706599505fe9f8a7a5c896166270_2153"
"WP_000814565.1","","hypothetical protein","10","10","1","1","1680","","","","389","389","389","5ed739b8eba34d81c44a46f3a235e95d_2273","a6596c4a203e63fb6b02f6e492b61789_2093","635a081118a8dafa9e232517c2cf67f9_2220","ff262237f3470f60d8b7b16b3d58ad2c_2107","14c52b1fad0ff98e5cf49028371d6243_2057","4a58a390596d4900f56ec453eae7d1e7_1646","cc2e0eb80d2c122d721349f05f3eeaf8_2087","46fc0cff5994e5bf181db51ddfa21095_2353","0f07ae81df8f8d06fbc4da89d7ffc57a_2201","8517706599505fe9f8a7a5c896166270_2199"
"WP_000467123.1","","heme A synthase","10","10","1","1","1687","","","","911","911","911","5ed739b8eba34d81c44a46f3a235e95d_2259","a6596c4a203e63fb6b02f6e492b61789_2079","635a081118a8dafa9e232517c2cf67f9_2206","ff262237f3470f60d8b7b16b3d58ad2c_2093","14c52b1fad0ff98e5cf49028371d6243_2043","4a58a390596d4900f56ec453eae7d1e7_1632","cc2e0eb80d2c122d721349f05f3eeaf8_2073","46fc0cff5994e5bf181db51ddfa21095_2339","0f07ae81df8f8d06fbc4da89d7ffc57a_2187","8517706599505fe9f8a7a5c896166270_2185"
"WP_000267034.1","","hypothetical protein","10","10","1","1","1556","","","","173","173","173","5ed739b8eba34d81c44a46f3a235e95d_4134","a6596c4a203e63fb6b02f6e492b61789_4096","635a081118a8dafa9e232517c2cf67f9_4212","ff262237f3470f60d8b7b16b3d58ad2c_4145","14c52b1fad0ff98e5cf49028371d6243_4059","4a58a390596d4900f56ec453eae7d1e7_3567","cc2e0eb80d2c122d721349f05f3eeaf8_3904","46fc0cff5994e5bf181db51ddfa21095_4190","0f07ae81df8f8d06fbc4da89d7ffc57a_4276","8517706599505fe9f8a7a5c896166270_4267"
"rpsH","","30S ribosomal protein S8","10","10","1","1","3585","","","","398","398","398","5ed739b8eba34d81c44a46f3a235e95d_4795","a6596c4a203e63fb6b02f6e492b61789_4761","635a081118a8dafa9e232517c2cf67f9_4866","ff262237f3470f60d8b7b16b3d58ad2c_4816","14c52b1fad0ff98e5cf49028371d6243_4723","4a58a390596d4900f56ec453eae7d1e7_4117","cc2e0eb80d2c122d721349f05f3eeaf8_4545","46fc0cff5994e5bf181db51ddfa21095_4847","0f07ae81df8f8d06fbc4da89d7ffc57a_4813","8517706599505fe9f8a7a5c896166270_4804"
"codY","","GTP-sensing pleiotropic transcriptional regulator CodY","10","10","1","1","76","","","","773","773","773","5ed739b8eba34d81c44a46f3a235e95d_2546","a6596c4a203e63fb6b02f6e492b61789_2374","635a081118a8dafa9e232517c2cf67f9_2493","ff262237f3470f60d8b7b16b3d58ad2c_2380","14c52b1fad0ff98e5cf49028371d6243_2336","4a58a390596d4900f56ec453eae7d1e7_1919","cc2e0eb80d2c122d721349f05f3eeaf8_2356","46fc0cff5994e5bf181db51ddfa21095_2622","0f07ae81df8f8d06fbc4da89d7ffc57a_2606","8517706599505fe9f8a7a5c896166270_3280"
"WP_000287202.1","","GrpB family protein","10","10","1","1","2715","","","","518","518","518","5ed739b8eba34d81c44a46f3a235e95d_1633","a6596c4a203e63fb6b02f6e492b61789_1481","635a081118a8dafa9e232517c2cf67f9_1609","ff262237f3470f60d8b7b16b3d58ad2c_1499","14c52b1fad0ff98e5cf49028371d6243_1447","4a58a390596d4900f56ec453eae7d1e7_1056","cc2e0eb80d2c122d721349f05f3eeaf8_1481","46fc0cff5994e5bf181db51ddfa21095_1623","0f07ae81df8f8d06fbc4da89d7ffc57a_1607","8517706599505fe9f8a7a5c896166270_1605"
"rplB","","50S ribosomal protein L2","10","10","1","1","3574","","","","833","833","833","5ed739b8eba34d81c44a46f3a235e95d_4817","a6596c4a203e63fb6b02f6e492b61789_4783","635a081118a8dafa9e232517c2cf67f9_4888","ff262237f3470f60d8b7b16b3d58ad2c_4838","14c52b1fad0ff98e5cf49028371d6243_4745","4a58a390596d4900f56ec453eae7d1e7_4139","cc2e0eb80d2c122d721349f05f3eeaf8_4567","46fc0cff5994e5bf181db51ddfa21095_4869","0f07ae81df8f8d06fbc4da89d7ffc57a_4835","8517706599505fe9f8a7a5c896166270_4826"
"group_2631","msrA","peptide-methionine (S)-S-oxide reductase MsrA","10","10","1","1","1984","","","","509","509","509","5ed739b8eba34d81c44a46f3a235e95d_2788","a6596c4a203e63fb6b02f6e492b61789_2629","635a081118a8dafa9e232517c2cf67f9_2774","ff262237f3470f60d8b7b16b3d58ad2c_2608","14c52b1fad0ff98e5cf49028371d6243_2591","4a58a390596d4900f56ec453eae7d1e7_2152","cc2e0eb80d2c122d721349f05f3eeaf8_2624","46fc0cff5994e5bf181db51ddfa21095_2930","0f07ae81df8f8d06fbc4da89d7ffc57a_2838","8517706599505fe9f8a7a5c896166270_3048"
"WP_000648118.1","","YtxH domain-containing protein","10","10","1","1","734","","","","365","365","365","5ed739b8eba34d81c44a46f3a235e95d_3853","a6596c4a203e63fb6b02f6e492b61789_3791","635a081118a8dafa9e232517c2cf67f9_3941","ff262237f3470f60d8b7b16b3d58ad2c_3709","14c52b1fad0ff98e5cf49028371d6243_3763","4a58a390596d4900f56ec453eae7d1e7_3143","cc2e0eb80d2c122d721349f05f3eeaf8_3625","46fc0cff5994e5bf181db51ddfa21095_3913","0f07ae81df8f8d06fbc4da89d7ffc57a_3826","8517706599505fe9f8a7a5c896166270_3843"
"WP_001788579.1","","hypothetical protein","10","10","1","1","1756","","","","110","110","110","5ed739b8eba34d81c44a46f3a235e95d_2128","a6596c4a203e63fb6b02f6e492b61789_1952","635a081118a8dafa9e232517c2cf67f9_2077","ff262237f3470f60d8b7b16b3d58ad2c_1962","14c52b1fad0ff98e5cf49028371d6243_1916","4a58a390596d4900f56ec453eae7d1e7_1505","cc2e0eb80d2c122d721349f05f3eeaf8_1940","46fc0cff5994e5bf181db51ddfa21095_2210","0f07ae81df8f8d06fbc4da89d7ffc57a_2060","8517706599505fe9f8a7a5c896166270_2058"
"WP_000954654.1","","metal-dependent transcriptional regulator","10","10","1","1","2589","","","","644","644","644","5ed739b8eba34d81c44a46f3a235e95d_1417","a6596c4a203e63fb6b02f6e492b61789_1267","635a081118a8dafa9e232517c2cf67f9_1323","ff262237f3470f60d8b7b16b3d58ad2c_1283","14c52b1fad0ff98e5cf49028371d6243_1231","4a58a390596d4900f56ec453eae7d1e7_842","cc2e0eb80d2c122d721349f05f3eeaf8_1265","46fc0cff5994e5bf181db51ddfa21095_1407","0f07ae81df8f8d06fbc4da89d7ffc57a_1393","8517706599505fe9f8a7a5c896166270_1391"
"WP_001251935.1","","hypothetical protein","10","10","1","1","3656","","","","260","260","260","5ed739b8eba34d81c44a46f3a235e95d_4665","a6596c4a203e63fb6b02f6e492b61789_4635","635a081118a8dafa9e232517c2cf67f9_4739","ff262237f3470f60d8b7b16b3d58ad2c_4686","14c52b1fad0ff98e5cf49028371d6243_4597","4a58a390596d4900f56ec453eae7d1e7_3999","cc2e0eb80d2c122d721349f05f3eeaf8_4431","46fc0cff5994e5bf181db51ddfa21095_4721","0f07ae81df8f8d06fbc4da89d7ffc57a_4695","8517706599505fe9f8a7a5c896166270_4686"
"WP_000426914.1","","acyl carrier protein","10","10","1","1","4178","","","","233","233","233","5ed739b8eba34d81c44a46f3a235e95d_2500","a6596c4a203e63fb6b02f6e492b61789_2326","635a081118a8dafa9e232517c2cf67f9_2447","ff262237f3470f60d8b7b16b3d58ad2c_2334","14c52b1fad0ff98e5cf49028371d6243_2290","4a58a390596d4900f56ec453eae7d1e7_1873","cc2e0eb80d2c122d721349f05f3eeaf8_2314","46fc0cff5994e5bf181db51ddfa21095_2580","0f07ae81df8f8d06fbc4da89d7ffc57a_2560","8517706599505fe9f8a7a5c896166270_3326"
"WP_000145163.1","","hypothetical protein","10","10","1","1","2809","","","","203","203","203","5ed739b8eba34d81c44a46f3a235e95d_1793","a6596c4a203e63fb6b02f6e492b61789_1613","635a081118a8dafa9e232517c2cf67f9_1735","ff262237f3470f60d8b7b16b3d58ad2c_1629","14c52b1fad0ff98e5cf49028371d6243_1579","4a58a390596d4900f56ec453eae7d1e7_1182","cc2e0eb80d2c122d721349f05f3eeaf8_1609","46fc0cff5994e5bf181db51ddfa21095_1747","0f07ae81df8f8d06fbc4da89d7ffc57a_1733","8517706599505fe9f8a7a5c896166270_1731"
"WP_000603755.1","","isoprenylcysteine carboxyl methyltransferase family protein","10","10","1","1","1310","","","","494","494","494","5ed739b8eba34d81c44a46f3a235e95d_385","a6596c4a203e63fb6b02f6e492b61789_377","635a081118a8dafa9e232517c2cf67f9_422","ff262237f3470f60d8b7b16b3d58ad2c_391","14c52b1fad0ff98e5cf49028371d6243_377","4a58a390596d4900f56ec453eae7d1e7_5421","cc2e0eb80d2c122d721349f05f3eeaf8_349","46fc0cff5994e5bf181db51ddfa21095_341","0f07ae81df8f8d06fbc4da89d7ffc57a_321","8517706599505fe9f8a7a5c896166270_321"
"WP_000590451.1","","Na+/H+ antiporter subunit G1","10","10","1","1","1871","","","","356","356","356","5ed739b8eba34d81c44a46f3a235e95d_1904","a6596c4a203e63fb6b02f6e492b61789_1722","635a081118a8dafa9e232517c2cf67f9_1842","ff262237f3470f60d8b7b16b3d58ad2c_1740","14c52b1fad0ff98e5cf49028371d6243_1688","4a58a390596d4900f56ec453eae7d1e7_1289","cc2e0eb80d2c122d721349f05f3eeaf8_1718","46fc0cff5994e5bf181db51ddfa21095_1990","0f07ae81df8f8d06fbc4da89d7ffc57a_1842","8517706599505fe9f8a7a5c896166270_1840"
"rpsI","","30S ribosomal protein S9","10","10","1","1","3608","","","","398","398","398","5ed739b8eba34d81c44a46f3a235e95d_4757","a6596c4a203e63fb6b02f6e492b61789_4723","635a081118a8dafa9e232517c2cf67f9_4825","ff262237f3470f60d8b7b16b3d58ad2c_4778","14c52b1fad0ff98e5cf49028371d6243_4685","4a58a390596d4900f56ec453eae7d1e7_4079","cc2e0eb80d2c122d721349f05f3eeaf8_4507","46fc0cff5994e5bf181db51ddfa21095_4809","0f07ae81df8f8d06fbc4da89d7ffc57a_4775","8517706599505fe9f8a7a5c896166270_4766"
"smpB","","SsrA-binding protein SmpB","10","10","1","1","2787","","","","464","464","464","5ed739b8eba34d81c44a46f3a235e95d_1722","a6596c4a203e63fb6b02f6e492b61789_1572","635a081118a8dafa9e232517c2cf67f9_1698","ff262237f3470f60d8b7b16b3d58ad2c_1588","14c52b1fad0ff98e5cf49028371d6243_1538","4a58a390596d4900f56ec453eae7d1e7_1147","cc2e0eb80d2c122d721349f05f3eeaf8_1570","46fc0cff5994e5bf181db51ddfa21095_1712","0f07ae81df8f8d06fbc4da89d7ffc57a_1698","8517706599505fe9f8a7a5c896166270_1696"
"WP_000624945.1","","MerR family transcriptional regulator","10","10","1","1","130","","","","368","368","368","5ed739b8eba34d81c44a46f3a235e95d_2654","a6596c4a203e63fb6b02f6e492b61789_2484","635a081118a8dafa9e232517c2cf67f9_2601","ff262237f3470f60d8b7b16b3d58ad2c_2488","14c52b1fad0ff98e5cf49028371d6243_2446","4a58a390596d4900f56ec453eae7d1e7_2027","cc2e0eb80d2c122d721349f05f3eeaf8_2464","46fc0cff5994e5bf181db51ddfa21095_2732","0f07ae81df8f8d06fbc4da89d7ffc57a_2714","8517706599505fe9f8a7a5c896166270_3172"
