"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10317_2","NCTC11359_2","NCTC11698_2","NCTC13635_2","NCTC418_2","NCTC9157_2","NCTC9171_2","NCTC9667_2","NCTC9793_2","NFYY0065_2"
"rhtC","","threonine export protein RhtC","10","10","1","1","3010","","","","620","632","621","8777fb3be99985d899573c6a12a3dd51_9791","82cb54a66be23676d92c45561410fc22_9617","71b4f8e38d314b58d2a15397a624f579_10039","cf72a3ad6e3d2448b8ff3941fa28861f_4722","d90f2a772ef9bba7f6f75c33978b075a_10634","53c9d146af329787812b2e1790bf32a4_10034","437f59dc9dcfa09ce2d50a324ebaf4a8_9837","d00c3ca4aa2df69f978eefbbe3fb03e7_8237","1304c761f7edd07127d4c6b6f249f721_7608","f8019d7ff0b2507577fd8d830299c3cc_9411"
"murI","","glutamate racemase","10","10","1","1","2954","","","","782","851","844","8777fb3be99985d899573c6a12a3dd51_9930","82cb54a66be23676d92c45561410fc22_9754","71b4f8e38d314b58d2a15397a624f579_10178","cf72a3ad6e3d2448b8ff3941fa28861f_4865","d90f2a772ef9bba7f6f75c33978b075a_10771","53c9d146af329787812b2e1790bf32a4_10173","437f59dc9dcfa09ce2d50a324ebaf4a8_9978","d00c3ca4aa2df69f978eefbbe3fb03e7_8098","1304c761f7edd07127d4c6b6f249f721_7745","f8019d7ff0b2507577fd8d830299c3cc_9272"
"WP_002882984.1","","helix-turn-helix transcriptional regulator","10","10","1","1","2941","","","","848","986","923","8777fb3be99985d899573c6a12a3dd51_9957","82cb54a66be23676d92c45561410fc22_9781","71b4f8e38d314b58d2a15397a624f579_10205","cf72a3ad6e3d2448b8ff3941fa28861f_4894","d90f2a772ef9bba7f6f75c33978b075a_10798","53c9d146af329787812b2e1790bf32a4_10200","437f59dc9dcfa09ce2d50a324ebaf4a8_10005","d00c3ca4aa2df69f978eefbbe3fb03e7_8071","1304c761f7edd07127d4c6b6f249f721_7772","f8019d7ff0b2507577fd8d830299c3cc_9245"
"metJ","","met regulon transcriptional regulator MetJ","10","10","1","1","2930","","","","316","317","316","8777fb3be99985d899573c6a12a3dd51_9979","82cb54a66be23676d92c45561410fc22_9803","71b4f8e38d314b58d2a15397a624f579_10227","cf72a3ad6e3d2448b8ff3941fa28861f_4916","d90f2a772ef9bba7f6f75c33978b075a_10820","53c9d146af329787812b2e1790bf32a4_10222","437f59dc9dcfa09ce2d50a324ebaf4a8_10025","d00c3ca4aa2df69f978eefbbe3fb03e7_8049","1304c761f7edd07127d4c6b6f249f721_7794","f8019d7ff0b2507577fd8d830299c3cc_9225"
"WP_002882873.1","","ABC transporter permease","10","10","1","1","2906","","","","1004","1005","1004","8777fb3be99985d899573c6a12a3dd51_10031","82cb54a66be23676d92c45561410fc22_9853","71b4f8e38d314b58d2a15397a624f579_10277","cf72a3ad6e3d2448b8ff3941fa28861f_4970","d90f2a772ef9bba7f6f75c33978b075a_10870","53c9d146af329787812b2e1790bf32a4_10272","437f59dc9dcfa09ce2d50a324ebaf4a8_10077","d00c3ca4aa2df69f978eefbbe3fb03e7_7997","1304c761f7edd07127d4c6b6f249f721_7844","f8019d7ff0b2507577fd8d830299c3cc_9175"
"WP_002882817.1","","type II toxin-antitoxin system VapC family toxin","10","10","1","1","2901","","","","383","428","387","8777fb3be99985d899573c6a12a3dd51_10075","82cb54a66be23676d92c45561410fc22_9883","71b4f8e38d314b58d2a15397a624f579_10321","cf72a3ad6e3d2448b8ff3941fa28861f_5006","d90f2a772ef9bba7f6f75c33978b075a_10914","53c9d146af329787812b2e1790bf32a4_10316","437f59dc9dcfa09ce2d50a324ebaf4a8_10107","d00c3ca4aa2df69f978eefbbe3fb03e7_7953","1304c761f7edd07127d4c6b6f249f721_7888","f8019d7ff0b2507577fd8d830299c3cc_9145"
"WP_004150355.1","","ribbon-helix-helix domain-containing protein","10","10","1","1","2900","","","","242","248","244","8777fb3be99985d899573c6a12a3dd51_10077","82cb54a66be23676d92c45561410fc22_9885","71b4f8e38d314b58d2a15397a624f579_10323","cf72a3ad6e3d2448b8ff3941fa28861f_5008","d90f2a772ef9bba7f6f75c33978b075a_10916","53c9d146af329787812b2e1790bf32a4_10318","437f59dc9dcfa09ce2d50a324ebaf4a8_10109","d00c3ca4aa2df69f978eefbbe3fb03e7_7951","1304c761f7edd07127d4c6b6f249f721_7890","f8019d7ff0b2507577fd8d830299c3cc_9143"
"mobA","","molybdenum cofactor guanylyltransferase MobA","10","10","1","1","2885","","","","581","581","581","8777fb3be99985d899573c6a12a3dd51_10117","82cb54a66be23676d92c45561410fc22_9923","71b4f8e38d314b58d2a15397a624f579_10361","cf72a3ad6e3d2448b8ff3941fa28861f_5048","d90f2a772ef9bba7f6f75c33978b075a_10954","53c9d146af329787812b2e1790bf32a4_10356","437f59dc9dcfa09ce2d50a324ebaf4a8_10149","d00c3ca4aa2df69f978eefbbe3fb03e7_7911","1304c761f7edd07127d4c6b6f249f721_7928","f8019d7ff0b2507577fd8d830299c3cc_9105"
"pstB","","phosphate ABC transporter ATP-binding protein PstB","10","10","1","1","2853","","","","773","881","783","8777fb3be99985d899573c6a12a3dd51_10197","82cb54a66be23676d92c45561410fc22_9999","71b4f8e38d314b58d2a15397a624f579_10443","cf72a3ad6e3d2448b8ff3941fa28861f_5126","d90f2a772ef9bba7f6f75c33978b075a_11030","53c9d146af329787812b2e1790bf32a4_10438","437f59dc9dcfa09ce2d50a324ebaf4a8_10229","d00c3ca4aa2df69f978eefbbe3fb03e7_7831","1304c761f7edd07127d4c6b6f249f721_8004","f8019d7ff0b2507577fd8d830299c3cc_9023"
"yidZ","","HTH-type transcriptional regulator YidZ","10","10","1","1","2843","","","","932","959","956","8777fb3be99985d899573c6a12a3dd51_10219","82cb54a66be23676d92c45561410fc22_10017","71b4f8e38d314b58d2a15397a624f579_10465","cf72a3ad6e3d2448b8ff3941fa28861f_5148","d90f2a772ef9bba7f6f75c33978b075a_11048","53c9d146af329787812b2e1790bf32a4_10460","437f59dc9dcfa09ce2d50a324ebaf4a8_10251","d00c3ca4aa2df69f978eefbbe3fb03e7_7809","1304c761f7edd07127d4c6b6f249f721_8022","f8019d7ff0b2507577fd8d830299c3cc_9001"
"rnpA","","ribonuclease P protein component","10","10","1","1","2837","","","","359","360","359","8777fb3be99985d899573c6a12a3dd51_10231","82cb54a66be23676d92c45561410fc22_10029","71b4f8e38d314b58d2a15397a624f579_10477","cf72a3ad6e3d2448b8ff3941fa28861f_5160","d90f2a772ef9bba7f6f75c33978b075a_11060","53c9d146af329787812b2e1790bf32a4_10472","437f59dc9dcfa09ce2d50a324ebaf4a8_10263","d00c3ca4aa2df69f978eefbbe3fb03e7_7797","1304c761f7edd07127d4c6b6f249f721_8034","f8019d7ff0b2507577fd8d830299c3cc_8989"
"zipA","","cell division protein ZipA","10","10","1","1","8090","","","","1031","1061","1055","8777fb3be99985d899573c6a12a3dd51_2779","82cb54a66be23676d92c45561410fc22_2747","71b4f8e38d314b58d2a15397a624f579_2881","cf72a3ad6e3d2448b8ff3941fa28861f_2574","d90f2a772ef9bba7f6f75c33978b075a_3378","53c9d146af329787812b2e1790bf32a4_2784","437f59dc9dcfa09ce2d50a324ebaf4a8_2803","d00c3ca4aa2df69f978eefbbe3fb03e7_4927","1304c761f7edd07127d4c6b6f249f721_576","f8019d7ff0b2507577fd8d830299c3cc_6237"
"WP_004196009.1","","hypothetical protein","10","10","1","1","6228","","","","134","356","188","8777fb3be99985d899573c6a12a3dd51_5294","82cb54a66be23676d92c45561410fc22_5280","71b4f8e38d314b58d2a15397a624f579_5468","cf72a3ad6e3d2448b8ff3941fa28861f_692","d90f2a772ef9bba7f6f75c33978b075a_6017","53c9d146af329787812b2e1790bf32a4_5353","437f59dc9dcfa09ce2d50a324ebaf4a8_5274","d00c3ca4aa2df69f978eefbbe3fb03e7_2365","1304c761f7edd07127d4c6b6f249f721_3074","f8019d7ff0b2507577fd8d830299c3cc_3481"
"WP_020804576.1","","hypothetical protein","10","10","1","1","7081","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","185","263","195","8777fb3be99985d899573c6a12a3dd51_6572","82cb54a66be23676d92c45561410fc22_6422","71b4f8e38d314b58d2a15397a624f579_6641","cf72a3ad6e3d2448b8ff3941fa28861f_9169","d90f2a772ef9bba7f6f75c33978b075a_7114","53c9d146af329787812b2e1790bf32a4_6560","437f59dc9dcfa09ce2d50a324ebaf4a8_6494","d00c3ca4aa2df69f978eefbbe3fb03e7_1165","1304c761f7edd07127d4c6b6f249f721_4305","f8019d7ff0b2507577fd8d830299c3cc_2383"
"WP_004175111.1","","LysR family transcriptional regulator","10","10","1","1","7605","","","","914","926","915","8777fb3be99985d899573c6a12a3dd51_3206","82cb54a66be23676d92c45561410fc22_3173","71b4f8e38d314b58d2a15397a624f579_3313","cf72a3ad6e3d2448b8ff3941fa28861f_2005","d90f2a772ef9bba7f6f75c33978b075a_3932","53c9d146af329787812b2e1790bf32a4_3214","437f59dc9dcfa09ce2d50a324ebaf4a8_3233","d00c3ca4aa2df69f978eefbbe3fb03e7_4500","1304c761f7edd07127d4c6b6f249f721_1004","f8019d7ff0b2507577fd8d830299c3cc_5795"
"WP_004223118.1","","hypothetical protein","10","10","1","1","736","","","","338","338","338","8777fb3be99985d899573c6a12a3dd51_7695","82cb54a66be23676d92c45561410fc22_7499","71b4f8e38d314b58d2a15397a624f579_7775","cf72a3ad6e3d2448b8ff3941fa28861f_7998","d90f2a772ef9bba7f6f75c33978b075a_8479","53c9d146af329787812b2e1790bf32a4_7841","437f59dc9dcfa09ce2d50a324ebaf4a8_7627","d00c3ca4aa2df69f978eefbbe3fb03e7_10365","1304c761f7edd07127d4c6b6f249f721_5428","f8019d7ff0b2507577fd8d830299c3cc_1140"
"WP_004151853.1","","ABC transporter ATP-binding protein","10","10","1","1","4485","","","","1001","1025","1013","8777fb3be99985d899573c6a12a3dd51_3996","82cb54a66be23676d92c45561410fc22_4016","71b4f8e38d314b58d2a15397a624f579_4144","cf72a3ad6e3d2448b8ff3941fa28861f_10051","d90f2a772ef9bba7f6f75c33978b075a_4722","53c9d146af329787812b2e1790bf32a4_4039","437f59dc9dcfa09ce2d50a324ebaf4a8_3983","d00c3ca4aa2df69f978eefbbe3fb03e7_3661","1304c761f7edd07127d4c6b6f249f721_1789","f8019d7ff0b2507577fd8d830299c3cc_4917"
"WP_004145897.1","","type II secretion system protein N","10","10","1","1","1974","","","","746","747","746","8777fb3be99985d899573c6a12a3dd51_8391","82cb54a66be23676d92c45561410fc22_8224","71b4f8e38d314b58d2a15397a624f579_8549","cf72a3ad6e3d2448b8ff3941fa28861f_7277","d90f2a772ef9bba7f6f75c33978b075a_9173","53c9d146af329787812b2e1790bf32a4_8555","437f59dc9dcfa09ce2d50a324ebaf4a8_8370","d00c3ca4aa2df69f978eefbbe3fb03e7_9669","1304c761f7edd07127d4c6b6f249f721_6137","f8019d7ff0b2507577fd8d830299c3cc_420"
"WP_002914119.1","","DUF2946 domain-containing protein","10","10","1","1","534","","","","407","461","453","8777fb3be99985d899573c6a12a3dd51_2428","82cb54a66be23676d92c45561410fc22_2400","71b4f8e38d314b58d2a15397a624f579_2532","cf72a3ad6e3d2448b8ff3941fa28861f_2976","d90f2a772ef9bba7f6f75c33978b075a_3029","53c9d146af329787812b2e1790bf32a4_2433","437f59dc9dcfa09ce2d50a324ebaf4a8_2409","d00c3ca4aa2df69f978eefbbe3fb03e7_5274","1304c761f7edd07127d4c6b6f249f721_229","f8019d7ff0b2507577fd8d830299c3cc_6586"
"WP_004145098.1","","hypothetical protein","10","10","1","1","2844","","","","557","729","634","8777fb3be99985d899573c6a12a3dd51_10217","82cb54a66be23676d92c45561410fc22_10015","71b4f8e38d314b58d2a15397a624f579_10463","cf72a3ad6e3d2448b8ff3941fa28861f_5146","d90f2a772ef9bba7f6f75c33978b075a_11046","53c9d146af329787812b2e1790bf32a4_10458","437f59dc9dcfa09ce2d50a324ebaf4a8_10249","d00c3ca4aa2df69f978eefbbe3fb03e7_7811","1304c761f7edd07127d4c6b6f249f721_8020","f8019d7ff0b2507577fd8d830299c3cc_9003"
"asr","","acid resistance repetitive basic protein Asr","10","10","1","1","3495","","","","248","443","356","8777fb3be99985d899573c6a12a3dd51_4407","82cb54a66be23676d92c45561410fc22_4441","71b4f8e38d314b58d2a15397a624f579_4599","cf72a3ad6e3d2448b8ff3941fa28861f_10451","d90f2a772ef9bba7f6f75c33978b075a_5159","53c9d146af329787812b2e1790bf32a4_4458","437f59dc9dcfa09ce2d50a324ebaf4a8_4391","d00c3ca4aa2df69f978eefbbe3fb03e7_3250","1304c761f7edd07127d4c6b6f249f721_2199","f8019d7ff0b2507577fd8d830299c3cc_4364"
"WP_002923020.1","","LysR family transcriptional regulator","10","10","1","1","2757","","","","914","971","942","8777fb3be99985d899573c6a12a3dd51_152","82cb54a66be23676d92c45561410fc22_158","71b4f8e38d314b58d2a15397a624f579_156","cf72a3ad6e3d2448b8ff3941fa28861f_5312","d90f2a772ef9bba7f6f75c33978b075a_742","53c9d146af329787812b2e1790bf32a4_156","437f59dc9dcfa09ce2d50a324ebaf4a8_151","d00c3ca4aa2df69f978eefbbe3fb03e7_7642","1304c761f7edd07127d4c6b6f249f721_8191","f8019d7ff0b2507577fd8d830299c3cc_8832"
"lldP","","L-lactate permease","10","10","1","1","2654","","","","1655","2426","1732","8777fb3be99985d899573c6a12a3dd51_337","82cb54a66be23676d92c45561410fc22_345","71b4f8e38d314b58d2a15397a624f579_349","cf72a3ad6e3d2448b8ff3941fa28861f_5489","d90f2a772ef9bba7f6f75c33978b075a_924","53c9d146af329787812b2e1790bf32a4_345","437f59dc9dcfa09ce2d50a324ebaf4a8_340","d00c3ca4aa2df69f978eefbbe3fb03e7_7457","1304c761f7edd07127d4c6b6f249f721_8370","f8019d7ff0b2507577fd8d830299c3cc_8639"
"WP_002920863.1","","4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF","10","10","1","1","3338","","","","380","381","380","8777fb3be99985d899573c6a12a3dd51_561","82cb54a66be23676d92c45561410fc22_578","71b4f8e38d314b58d2a15397a624f579_596","cf72a3ad6e3d2448b8ff3941fa28861f_5720","d90f2a772ef9bba7f6f75c33978b075a_1153","53c9d146af329787812b2e1790bf32a4_575","437f59dc9dcfa09ce2d50a324ebaf4a8_569","d00c3ca4aa2df69f978eefbbe3fb03e7_7227","1304c761f7edd07127d4c6b6f249f721_8593","f8019d7ff0b2507577fd8d830299c3cc_8412"
"ompR","","two-component system response regulator OmpR","10","10","1","1","3265","","","","299","719","677","8777fb3be99985d899573c6a12a3dd51_693","82cb54a66be23676d92c45561410fc22_712","71b4f8e38d314b58d2a15397a624f579_726","cf72a3ad6e3d2448b8ff3941fa28861f_5870","d90f2a772ef9bba7f6f75c33978b075a_1279","53c9d146af329787812b2e1790bf32a4_709","437f59dc9dcfa09ce2d50a324ebaf4a8_703","d00c3ca4aa2df69f978eefbbe3fb03e7_7095","1304c761f7edd07127d4c6b6f249f721_8723","f8019d7ff0b2507577fd8d830299c3cc_8278"
"WP_002918368.1","","hypothetical protein","10","10","1","1","3080","","","","248","401","309","8777fb3be99985d899573c6a12a3dd51_1079","82cb54a66be23676d92c45561410fc22_1090","71b4f8e38d314b58d2a15397a624f579_1112","cf72a3ad6e3d2448b8ff3941fa28861f_4383","d90f2a772ef9bba7f6f75c33978b075a_1661","53c9d146af329787812b2e1790bf32a4_1095","437f59dc9dcfa09ce2d50a324ebaf4a8_1089","d00c3ca4aa2df69f978eefbbe3fb03e7_6709","1304c761f7edd07127d4c6b6f249f721_9103","f8019d7ff0b2507577fd8d830299c3cc_7892"
"WP_002918226.1","","GIY-YIG nuclease family protein","10","10","1","1","4009","","","","284","290","287","8777fb3be99985d899573c6a12a3dd51_1148","82cb54a66be23676d92c45561410fc22_1159","71b4f8e38d314b58d2a15397a624f579_1157","cf72a3ad6e3d2448b8ff3941fa28861f_4338","d90f2a772ef9bba7f6f75c33978b075a_1704","53c9d146af329787812b2e1790bf32a4_1140","437f59dc9dcfa09ce2d50a324ebaf4a8_1158","d00c3ca4aa2df69f978eefbbe3fb03e7_6640","1304c761f7edd07127d4c6b6f249f721_9146","f8019d7ff0b2507577fd8d830299c3cc_7821"
"WP_002917918.1","","YqjK-like family protein","10","10","1","1","4033","","","","296","297","296","8777fb3be99985d899573c6a12a3dd51_1223","82cb54a66be23676d92c45561410fc22_1208","71b4f8e38d314b58d2a15397a624f579_1210","cf72a3ad6e3d2448b8ff3941fa28861f_4291","d90f2a772ef9bba7f6f75c33978b075a_1753","53c9d146af329787812b2e1790bf32a4_1221","437f59dc9dcfa09ce2d50a324ebaf4a8_1207","d00c3ca4aa2df69f978eefbbe3fb03e7_6565","1304c761f7edd07127d4c6b6f249f721_9195","f8019d7ff0b2507577fd8d830299c3cc_7768"
"WP_002916486.1","","YecA family protein","10","10","1","1","4291","","","","578","1925","712","8777fb3be99985d899573c6a12a3dd51_1601","82cb54a66be23676d92c45561410fc22_1564","71b4f8e38d314b58d2a15397a624f579_1580","cf72a3ad6e3d2448b8ff3941fa28861f_3887","d90f2a772ef9bba7f6f75c33978b075a_2135","53c9d146af329787812b2e1790bf32a4_1607","437f59dc9dcfa09ce2d50a324ebaf4a8_1553","d00c3ca4aa2df69f978eefbbe3fb03e7_6179","1304c761f7edd07127d4c6b6f249f721_9701","f8019d7ff0b2507577fd8d830299c3cc_7410"
"WP_002916283.1","","DUF1349 domain-containing protein","10","10","1","1","3871","","","","572","573","572","8777fb3be99985d899573c6a12a3dd51_1677","82cb54a66be23676d92c45561410fc22_1686","71b4f8e38d314b58d2a15397a624f579_1733","cf72a3ad6e3d2448b8ff3941fa28861f_3737","d90f2a772ef9bba7f6f75c33978b075a_2281","53c9d146af329787812b2e1790bf32a4_1681","437f59dc9dcfa09ce2d50a324ebaf4a8_1661","d00c3ca4aa2df69f978eefbbe3fb03e7_6103","1304c761f7edd07127d4c6b6f249f721_9776","f8019d7ff0b2507577fd8d830299c3cc_7334"
"WP_004144031.1","","(4Fe-4S)-binding protein","10","10","1","1","3859","","","","230","269","253","8777fb3be99985d899573c6a12a3dd51_1699","82cb54a66be23676d92c45561410fc22_1708","71b4f8e38d314b58d2a15397a624f579_1755","cf72a3ad6e3d2448b8ff3941fa28861f_3715","d90f2a772ef9bba7f6f75c33978b075a_2303","53c9d146af329787812b2e1790bf32a4_1706","437f59dc9dcfa09ce2d50a324ebaf4a8_1683","d00c3ca4aa2df69f978eefbbe3fb03e7_6081","1304c761f7edd07127d4c6b6f249f721_9798","f8019d7ff0b2507577fd8d830299c3cc_7312"
"WP_002915873.1","","hypothetical protein","10","10","1","1","175","","","","314","320","319","8777fb3be99985d899573c6a12a3dd51_1841","82cb54a66be23676d92c45561410fc22_1850","71b4f8e38d314b58d2a15397a624f579_1901","cf72a3ad6e3d2448b8ff3941fa28861f_3567","d90f2a772ef9bba7f6f75c33978b075a_2447","53c9d146af329787812b2e1790bf32a4_1852","437f59dc9dcfa09ce2d50a324ebaf4a8_1827","d00c3ca4aa2df69f978eefbbe3fb03e7_5939","1304c761f7edd07127d4c6b6f249f721_9942","f8019d7ff0b2507577fd8d830299c3cc_7166"
"WP_004174861.1","","DUF2633 family protein","10","10","1","1","613","","","","173","191","176","8777fb3be99985d899573c6a12a3dd51_2633","82cb54a66be23676d92c45561410fc22_2601","71b4f8e38d314b58d2a15397a624f579_2733","cf72a3ad6e3d2448b8ff3941fa28861f_2722","d90f2a772ef9bba7f6f75c33978b075a_3232","53c9d146af329787812b2e1790bf32a4_2636","437f59dc9dcfa09ce2d50a324ebaf4a8_2657","d00c3ca4aa2df69f978eefbbe3fb03e7_5073","1304c761f7edd07127d4c6b6f249f721_430","f8019d7ff0b2507577fd8d830299c3cc_6385"
"WP_002913637.1","","GNAT family acetyltransferase","10","10","1","1","654","","","","425","458","428","8777fb3be99985d899573c6a12a3dd51_2741","82cb54a66be23676d92c45561410fc22_2709","71b4f8e38d314b58d2a15397a624f579_2841","cf72a3ad6e3d2448b8ff3941fa28861f_2612","d90f2a772ef9bba7f6f75c33978b075a_3340","53c9d146af329787812b2e1790bf32a4_2744","437f59dc9dcfa09ce2d50a324ebaf4a8_2765","d00c3ca4aa2df69f978eefbbe3fb03e7_4965","1304c761f7edd07127d4c6b6f249f721_538","f8019d7ff0b2507577fd8d830299c3cc_6277"
"WP_002911879.1","","HPP family protein","10","10","1","1","7730","","","","731","732","731","8777fb3be99985d899573c6a12a3dd51_3396","82cb54a66be23676d92c45561410fc22_3374","71b4f8e38d314b58d2a15397a624f579_3515","cf72a3ad6e3d2448b8ff3941fa28861f_1819","d90f2a772ef9bba7f6f75c33978b075a_4118","53c9d146af329787812b2e1790bf32a4_3450","437f59dc9dcfa09ce2d50a324ebaf4a8_3420","d00c3ca4aa2df69f978eefbbe3fb03e7_4304","1304c761f7edd07127d4c6b6f249f721_1188","f8019d7ff0b2507577fd8d830299c3cc_5601"
"WP_004198821.1","","molybdopterin-dependent oxidoreductase","10","10","1","1","7736","","","","344","497","460","8777fb3be99985d899573c6a12a3dd51_3408","82cb54a66be23676d92c45561410fc22_3384","71b4f8e38d314b58d2a15397a624f579_3525","cf72a3ad6e3d2448b8ff3941fa28861f_1807","d90f2a772ef9bba7f6f75c33978b075a_4128","53c9d146af329787812b2e1790bf32a4_3460","437f59dc9dcfa09ce2d50a324ebaf4a8_3432","d00c3ca4aa2df69f978eefbbe3fb03e7_4292","1304c761f7edd07127d4c6b6f249f721_1198","f8019d7ff0b2507577fd8d830299c3cc_5591"
"WP_004145519.1","","YoaH family protein","10","10","1","1","7946","","","","185","218","188","8777fb3be99985d899573c6a12a3dd51_3708","82cb54a66be23676d92c45561410fc22_3707","71b4f8e38d314b58d2a15397a624f579_3865","cf72a3ad6e3d2448b8ff3941fa28861f_9758","d90f2a772ef9bba7f6f75c33978b075a_4451","53c9d146af329787812b2e1790bf32a4_3758","437f59dc9dcfa09ce2d50a324ebaf4a8_3728","d00c3ca4aa2df69f978eefbbe3fb03e7_3957","1304c761f7edd07127d4c6b6f249f721_1486","f8019d7ff0b2507577fd8d830299c3cc_5185"
"WP_004145488.1","","nitrilotriacetate monooxygenase","10","10","1","1","7916","","","","122","122","122","8777fb3be99985d899573c6a12a3dd51_3774","82cb54a66be23676d92c45561410fc22_3773","71b4f8e38d314b58d2a15397a624f579_3933","cf72a3ad6e3d2448b8ff3941fa28861f_9826","d90f2a772ef9bba7f6f75c33978b075a_4520","53c9d146af329787812b2e1790bf32a4_3824","437f59dc9dcfa09ce2d50a324ebaf4a8_3790","d00c3ca4aa2df69f978eefbbe3fb03e7_3893","1304c761f7edd07127d4c6b6f249f721_1554","f8019d7ff0b2507577fd8d830299c3cc_5119"
"WP_004175498.1","","DotU family type IV/VI secretion system protein","10","10","1","1","7890","","","","651","653","652","8777fb3be99985d899573c6a12a3dd51_3824","82cb54a66be23676d92c45561410fc22_3823","71b4f8e38d314b58d2a15397a624f579_3985","cf72a3ad6e3d2448b8ff3941fa28861f_9880","d90f2a772ef9bba7f6f75c33978b075a_4570","53c9d146af329787812b2e1790bf32a4_3876","437f59dc9dcfa09ce2d50a324ebaf4a8_3840","d00c3ca4aa2df69f978eefbbe3fb03e7_3839","1304c761f7edd07127d4c6b6f249f721_1604","f8019d7ff0b2507577fd8d830299c3cc_5067"
"ychH","","stress-induced protein YchH","10","10","1","1","4448","","","","236","275","271","8777fb3be99985d899573c6a12a3dd51_3886","82cb54a66be23676d92c45561410fc22_3899","71b4f8e38d314b58d2a15397a624f579_4023","cf72a3ad6e3d2448b8ff3941fa28861f_9932","d90f2a772ef9bba7f6f75c33978b075a_4608","53c9d146af329787812b2e1790bf32a4_3924","437f59dc9dcfa09ce2d50a324ebaf4a8_3876","d00c3ca4aa2df69f978eefbbe3fb03e7_3771","1304c761f7edd07127d4c6b6f249f721_1678","f8019d7ff0b2507577fd8d830299c3cc_5029"
"WP_004175590.1","","polyisoprenoid-binding protein","10","10","1","1","4491","","","","554","647","610","8777fb3be99985d899573c6a12a3dd51_4008","82cb54a66be23676d92c45561410fc22_4028","71b4f8e38d314b58d2a15397a624f579_4158","cf72a3ad6e3d2448b8ff3941fa28861f_10063","d90f2a772ef9bba7f6f75c33978b075a_4734","53c9d146af329787812b2e1790bf32a4_4051","437f59dc9dcfa09ce2d50a324ebaf4a8_3995","d00c3ca4aa2df69f978eefbbe3fb03e7_3649","1304c761f7edd07127d4c6b6f249f721_1801","f8019d7ff0b2507577fd8d830299c3cc_4905"
"WP_004212509.1","","hypothetical protein","10","10","1","1","4529","","","","308","320","317","8777fb3be99985d899573c6a12a3dd51_4080","82cb54a66be23676d92c45561410fc22_4104","71b4f8e38d314b58d2a15397a624f579_4234","cf72a3ad6e3d2448b8ff3941fa28861f_10138","d90f2a772ef9bba7f6f75c33978b075a_4826","53c9d146af329787812b2e1790bf32a4_4127","437f59dc9dcfa09ce2d50a324ebaf4a8_4070","d00c3ca4aa2df69f978eefbbe3fb03e7_3575","1304c761f7edd07127d4c6b6f249f721_1877","f8019d7ff0b2507577fd8d830299c3cc_4693"
"WP_002908370.1","","VOC family protein","10","10","1","1","4586","","","","392","393","392","8777fb3be99985d899573c6a12a3dd51_4208","82cb54a66be23676d92c45561410fc22_4234","71b4f8e38d314b58d2a15397a624f579_4364","cf72a3ad6e3d2448b8ff3941fa28861f_10262","d90f2a772ef9bba7f6f75c33978b075a_4956","53c9d146af329787812b2e1790bf32a4_4257","437f59dc9dcfa09ce2d50a324ebaf4a8_4196","d00c3ca4aa2df69f978eefbbe3fb03e7_3449","1304c761f7edd07127d4c6b6f249f721_2003","f8019d7ff0b2507577fd8d830299c3cc_4567"
"WP_004891324.1","","GntP family permease","10","10","1","1","3437","","","","1391","1395","1391","8777fb3be99985d899573c6a12a3dd51_4296","82cb54a66be23676d92c45561410fc22_4324","71b4f8e38d314b58d2a15397a624f579_4494","cf72a3ad6e3d2448b8ff3941fa28861f_10340","d90f2a772ef9bba7f6f75c33978b075a_5034","53c9d146af329787812b2e1790bf32a4_4335","437f59dc9dcfa09ce2d50a324ebaf4a8_4270","d00c3ca4aa2df69f978eefbbe3fb03e7_3361","1304c761f7edd07127d4c6b6f249f721_2086","f8019d7ff0b2507577fd8d830299c3cc_4487"
