"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10047_2","NCTC10080_2","NCTC10436_2","NCTC13175_2","NCTC4840_2","NCTC5706_2","NCTC5716_2","NCTC5741_2","NCTC5791_2","NCTC6017_2"
"WP_000877297.1","","DUF1090 domain-containing protein","10","10","1","1","5689","","","","368","368","368","4faf440b7ae03605f2bb8c219a1cbecd_1339","3a4164c7505bb5d25b67cc08b6e6c176_1243","1d003073a6ba14d334cd248f59261d0c_1274","8c337c75870066c7edf421eabf2a3849_1250","489654d668b099aba1108a156a10fb33_1293","e2beb81cc53f5f2dca879fc3cbafdbb5_1252","3769ff932ef4964888ed10339eca08e9_1236","34b0a8d969f18b9f4b245d9e2e270fbf_7545","f73384227e558735e4d06d33f21c4335_1251","2429ebe1b70a7dc44da671065d2f1e2f_1286"
"ygjG","","putrescine aminotransferase","10","10","1","1","5954","","","","1379","1430","1409","4faf440b7ae03605f2bb8c219a1cbecd_1365","3a4164c7505bb5d25b67cc08b6e6c176_1263","1d003073a6ba14d334cd248f59261d0c_1316","8c337c75870066c7edf421eabf2a3849_1270","489654d668b099aba1108a156a10fb33_1313","e2beb81cc53f5f2dca879fc3cbafdbb5_1272","3769ff932ef4964888ed10339eca08e9_1256","34b0a8d969f18b9f4b245d9e2e270fbf_7525","f73384227e558735e4d06d33f21c4335_1271","2429ebe1b70a7dc44da671065d2f1e2f_1312"
"folB","","bifunctional dihydroneopterin aldolase/7,8-dihydroneopterin epimerase","10","10","1","1","5565","","","","359","359","359","4faf440b7ae03605f2bb8c219a1cbecd_1404","3a4164c7505bb5d25b67cc08b6e6c176_1418","1d003073a6ba14d334cd248f59261d0c_1439","8c337c75870066c7edf421eabf2a3849_1299","489654d668b099aba1108a156a10fb33_1343","e2beb81cc53f5f2dca879fc3cbafdbb5_1301","3769ff932ef4964888ed10339eca08e9_1365","34b0a8d969f18b9f4b245d9e2e270fbf_7496","f73384227e558735e4d06d33f21c4335_1300","2429ebe1b70a7dc44da671065d2f1e2f_1359"
"ribB","","3,4-dihydroxy-2-butanone-4-phosphate synthase","10","10","1","1","5552","","","","653","653","653","4faf440b7ae03605f2bb8c219a1cbecd_1423","3a4164c7505bb5d25b67cc08b6e6c176_1443","1d003073a6ba14d334cd248f59261d0c_1466","8c337c75870066c7edf421eabf2a3849_1324","489654d668b099aba1108a156a10fb33_1368","e2beb81cc53f5f2dca879fc3cbafdbb5_1326","3769ff932ef4964888ed10339eca08e9_1390","34b0a8d969f18b9f4b245d9e2e270fbf_7471","f73384227e558735e4d06d33f21c4335_1325","2429ebe1b70a7dc44da671065d2f1e2f_1384"
"tolC","","outer membrane channel protein TolC","10","10","1","1","5541","","","","1475","1481","1475","4faf440b7ae03605f2bb8c219a1cbecd_1437","3a4164c7505bb5d25b67cc08b6e6c176_1459","1d003073a6ba14d334cd248f59261d0c_1482","8c337c75870066c7edf421eabf2a3849_1342","489654d668b099aba1108a156a10fb33_1384","e2beb81cc53f5f2dca879fc3cbafdbb5_1342","3769ff932ef4964888ed10339eca08e9_1406","34b0a8d969f18b9f4b245d9e2e270fbf_7455","f73384227e558735e4d06d33f21c4335_1341","2429ebe1b70a7dc44da671065d2f1e2f_1400"
"yqiA","","esterase YqiA","10","10","1","1","5537","","","","581","611","584","4faf440b7ae03605f2bb8c219a1cbecd_1445","3a4164c7505bb5d25b67cc08b6e6c176_1467","1d003073a6ba14d334cd248f59261d0c_1490","8c337c75870066c7edf421eabf2a3849_1350","489654d668b099aba1108a156a10fb33_1392","e2beb81cc53f5f2dca879fc3cbafdbb5_1350","3769ff932ef4964888ed10339eca08e9_1414","34b0a8d969f18b9f4b245d9e2e270fbf_7447","f73384227e558735e4d06d33f21c4335_1349","2429ebe1b70a7dc44da671065d2f1e2f_1408"
"qseB","","two-component system response regulator QseB","10","10","1","1","5529","","","","443","659","637","4faf440b7ae03605f2bb8c219a1cbecd_1455","3a4164c7505bb5d25b67cc08b6e6c176_1477","1d003073a6ba14d334cd248f59261d0c_1512","8c337c75870066c7edf421eabf2a3849_1360","489654d668b099aba1108a156a10fb33_1402","e2beb81cc53f5f2dca879fc3cbafdbb5_1360","3769ff932ef4964888ed10339eca08e9_1424","34b0a8d969f18b9f4b245d9e2e270fbf_7437","f73384227e558735e4d06d33f21c4335_1359","2429ebe1b70a7dc44da671065d2f1e2f_1418"
"WP_000818502.1","","DASS family sodium-coupled anion symporter","10","10","1","1","5510","","","","1454","1454","1454","4faf440b7ae03605f2bb8c219a1cbecd_1469","3a4164c7505bb5d25b67cc08b6e6c176_1501","1d003073a6ba14d334cd248f59261d0c_1532","8c337c75870066c7edf421eabf2a3849_1384","489654d668b099aba1108a156a10fb33_1440","e2beb81cc53f5f2dca879fc3cbafdbb5_1384","3769ff932ef4964888ed10339eca08e9_1448","34b0a8d969f18b9f4b245d9e2e270fbf_7413","f73384227e558735e4d06d33f21c4335_1383","2429ebe1b70a7dc44da671065d2f1e2f_1444"
"dkgA","","2,5-didehydrogluconate reductase DkgA","10","10","1","1","5509","","","","827","827","827","4faf440b7ae03605f2bb8c219a1cbecd_1471","3a4164c7505bb5d25b67cc08b6e6c176_1503","1d003073a6ba14d334cd248f59261d0c_1534","8c337c75870066c7edf421eabf2a3849_1386","489654d668b099aba1108a156a10fb33_1442","e2beb81cc53f5f2dca879fc3cbafdbb5_1386","3769ff932ef4964888ed10339eca08e9_1450","34b0a8d969f18b9f4b245d9e2e270fbf_7411","f73384227e558735e4d06d33f21c4335_1385","2429ebe1b70a7dc44da671065d2f1e2f_1446"
"WP_001078198.1","","AraC family transcriptional regulator","10","10","1","1","5507","","","","899","917","902","4faf440b7ae03605f2bb8c219a1cbecd_1475","3a4164c7505bb5d25b67cc08b6e6c176_1507","1d003073a6ba14d334cd248f59261d0c_1538","8c337c75870066c7edf421eabf2a3849_1390","489654d668b099aba1108a156a10fb33_1446","e2beb81cc53f5f2dca879fc3cbafdbb5_1390","3769ff932ef4964888ed10339eca08e9_1454","34b0a8d969f18b9f4b245d9e2e270fbf_7407","f73384227e558735e4d06d33f21c4335_1389","2429ebe1b70a7dc44da671065d2f1e2f_1450"
"metC","","cystathionine beta-lyase","10","10","1","1","5505","","","","1187","1187","1187","4faf440b7ae03605f2bb8c219a1cbecd_1479","3a4164c7505bb5d25b67cc08b6e6c176_1511","1d003073a6ba14d334cd248f59261d0c_1542","8c337c75870066c7edf421eabf2a3849_1394","489654d668b099aba1108a156a10fb33_1450","e2beb81cc53f5f2dca879fc3cbafdbb5_1394","3769ff932ef4964888ed10339eca08e9_1458","34b0a8d969f18b9f4b245d9e2e270fbf_7403","f73384227e558735e4d06d33f21c4335_1393","2429ebe1b70a7dc44da671065d2f1e2f_1454"
"exbD","","TonB system transport protein ExbD","10","10","1","1","5503","","","","425","425","425","4faf440b7ae03605f2bb8c219a1cbecd_1483","3a4164c7505bb5d25b67cc08b6e6c176_1515","1d003073a6ba14d334cd248f59261d0c_1546","8c337c75870066c7edf421eabf2a3849_1398","489654d668b099aba1108a156a10fb33_1454","e2beb81cc53f5f2dca879fc3cbafdbb5_1398","3769ff932ef4964888ed10339eca08e9_1462","34b0a8d969f18b9f4b245d9e2e270fbf_7399","f73384227e558735e4d06d33f21c4335_1397","2429ebe1b70a7dc44da671065d2f1e2f_1458"
"WP_000665658.1","","hypothetical protein","10","10","1","1","5501","","","","404","404","404","4faf440b7ae03605f2bb8c219a1cbecd_1487","3a4164c7505bb5d25b67cc08b6e6c176_1519","1d003073a6ba14d334cd248f59261d0c_1550","8c337c75870066c7edf421eabf2a3849_1402","489654d668b099aba1108a156a10fb33_1458","e2beb81cc53f5f2dca879fc3cbafdbb5_1402","3769ff932ef4964888ed10339eca08e9_1466","34b0a8d969f18b9f4b245d9e2e270fbf_7395","f73384227e558735e4d06d33f21c4335_1401","2429ebe1b70a7dc44da671065d2f1e2f_1462"
"WP_000433045.1","","hypothetical protein","10","10","1","1","5498","","","","515","515","515","4faf440b7ae03605f2bb8c219a1cbecd_1491","3a4164c7505bb5d25b67cc08b6e6c176_1523","1d003073a6ba14d334cd248f59261d0c_1554","8c337c75870066c7edf421eabf2a3849_1406","489654d668b099aba1108a156a10fb33_1462","e2beb81cc53f5f2dca879fc3cbafdbb5_1406","3769ff932ef4964888ed10339eca08e9_1470","34b0a8d969f18b9f4b245d9e2e270fbf_7391","f73384227e558735e4d06d33f21c4335_1405","2429ebe1b70a7dc44da671065d2f1e2f_1466"
"WP_020437858.1","","ABC transporter substrate-binding protein","10","10","1","1","5488","","","","1052","1052","1052","4faf440b7ae03605f2bb8c219a1cbecd_1515","3a4164c7505bb5d25b67cc08b6e6c176_1547","1d003073a6ba14d334cd248f59261d0c_1578","8c337c75870066c7edf421eabf2a3849_1430","489654d668b099aba1108a156a10fb33_1486","e2beb81cc53f5f2dca879fc3cbafdbb5_1430","3769ff932ef4964888ed10339eca08e9_1494","34b0a8d969f18b9f4b245d9e2e270fbf_7367","f73384227e558735e4d06d33f21c4335_1429","2429ebe1b70a7dc44da671065d2f1e2f_1490"
"WP_000091706.1","","oxidative damage protection protein","10","10","1","1","5034","","","","275","281","275","4faf440b7ae03605f2bb8c219a1cbecd_1588","3a4164c7505bb5d25b67cc08b6e6c176_1650","1d003073a6ba14d334cd248f59261d0c_1653","8c337c75870066c7edf421eabf2a3849_1509","489654d668b099aba1108a156a10fb33_1557","e2beb81cc53f5f2dca879fc3cbafdbb5_1493","3769ff932ef4964888ed10339eca08e9_1557","34b0a8d969f18b9f4b245d9e2e270fbf_7304","f73384227e558735e4d06d33f21c4335_1492","2429ebe1b70a7dc44da671065d2f1e2f_1557"
"WP_000856775.1","","SprT family zinc-dependent metalloprotease","10","10","1","1","5016","","","","497","497","497","4faf440b7ae03605f2bb8c219a1cbecd_1624","3a4164c7505bb5d25b67cc08b6e6c176_1688","1d003073a6ba14d334cd248f59261d0c_1691","8c337c75870066c7edf421eabf2a3849_1547","489654d668b099aba1108a156a10fb33_1595","e2beb81cc53f5f2dca879fc3cbafdbb5_1531","3769ff932ef4964888ed10339eca08e9_1595","34b0a8d969f18b9f4b245d9e2e270fbf_7266","f73384227e558735e4d06d33f21c4335_1530","2429ebe1b70a7dc44da671065d2f1e2f_1595"
"WP_000124001.1","","ECF transporter S component","10","10","1","1","4989","","","","578","578","578","4faf440b7ae03605f2bb8c219a1cbecd_1664","3a4164c7505bb5d25b67cc08b6e6c176_1730","1d003073a6ba14d334cd248f59261d0c_1729","8c337c75870066c7edf421eabf2a3849_1589","489654d668b099aba1108a156a10fb33_1633","e2beb81cc53f5f2dca879fc3cbafdbb5_1573","3769ff932ef4964888ed10339eca08e9_1635","34b0a8d969f18b9f4b245d9e2e270fbf_7224","f73384227e558735e4d06d33f21c4335_1582","2429ebe1b70a7dc44da671065d2f1e2f_1639"
"zapA","","cell division protein ZapA","10","10","1","1","4967","","","","173","329","313","4faf440b7ae03605f2bb8c219a1cbecd_1705","3a4164c7505bb5d25b67cc08b6e6c176_1757","1d003073a6ba14d334cd248f59261d0c_1772","8c337c75870066c7edf421eabf2a3849_1618","489654d668b099aba1108a156a10fb33_1662","e2beb81cc53f5f2dca879fc3cbafdbb5_1602","3769ff932ef4964888ed10339eca08e9_1662","34b0a8d969f18b9f4b245d9e2e270fbf_7197","f73384227e558735e4d06d33f21c4335_1609","2429ebe1b70a7dc44da671065d2f1e2f_1670"
"ubiH","","2-octaprenyl-6-methoxyphenyl hydroxylase","10","10","1","1","4964","","","","1178","1178","1178","4faf440b7ae03605f2bb8c219a1cbecd_1711","3a4164c7505bb5d25b67cc08b6e6c176_1763","1d003073a6ba14d334cd248f59261d0c_1778","8c337c75870066c7edf421eabf2a3849_1624","489654d668b099aba1108a156a10fb33_1668","e2beb81cc53f5f2dca879fc3cbafdbb5_1608","3769ff932ef4964888ed10339eca08e9_1668","34b0a8d969f18b9f4b245d9e2e270fbf_7191","f73384227e558735e4d06d33f21c4335_1615","2429ebe1b70a7dc44da671065d2f1e2f_1678"
"WP_001182976.1","","ASCH domain-containing protein","10","10","1","1","4956","","","","311","314","311","4faf440b7ae03605f2bb8c219a1cbecd_1723","3a4164c7505bb5d25b67cc08b6e6c176_1777","1d003073a6ba14d334cd248f59261d0c_1790","8c337c75870066c7edf421eabf2a3849_1638","489654d668b099aba1108a156a10fb33_1684","e2beb81cc53f5f2dca879fc3cbafdbb5_1622","3769ff932ef4964888ed10339eca08e9_1684","34b0a8d969f18b9f4b245d9e2e270fbf_7177","f73384227e558735e4d06d33f21c4335_1631","2429ebe1b70a7dc44da671065d2f1e2f_1694"
"fldB","","flavodoxin FldB","10","10","1","1","4951","","","","520","521","520","4faf440b7ae03605f2bb8c219a1cbecd_1737","3a4164c7505bb5d25b67cc08b6e6c176_1787","1d003073a6ba14d334cd248f59261d0c_1802","8c337c75870066c7edf421eabf2a3849_1648","489654d668b099aba1108a156a10fb33_1694","e2beb81cc53f5f2dca879fc3cbafdbb5_1632","3769ff932ef4964888ed10339eca08e9_1694","34b0a8d969f18b9f4b245d9e2e270fbf_7167","f73384227e558735e4d06d33f21c4335_1643","2429ebe1b70a7dc44da671065d2f1e2f_1706"
"group_1108","prfB","peptide chain release factor 2","10","10","1","1","4947","","","","74","74","74","4faf440b7ae03605f2bb8c219a1cbecd_1745","3a4164c7505bb5d25b67cc08b6e6c176_1795","1d003073a6ba14d334cd248f59261d0c_1810","8c337c75870066c7edf421eabf2a3849_1656","489654d668b099aba1108a156a10fb33_1702","e2beb81cc53f5f2dca879fc3cbafdbb5_1640","3769ff932ef4964888ed10339eca08e9_1702","34b0a8d969f18b9f4b245d9e2e270fbf_7158","f73384227e558735e4d06d33f21c4335_1651","2429ebe1b70a7dc44da671065d2f1e2f_1714"
"idi","","isopentenyl-diphosphate Delta-isomerase","10","10","1","1","4944","","","","545","545","545","4faf440b7ae03605f2bb8c219a1cbecd_1750","3a4164c7505bb5d25b67cc08b6e6c176_1800","1d003073a6ba14d334cd248f59261d0c_1815","8c337c75870066c7edf421eabf2a3849_1661","489654d668b099aba1108a156a10fb33_1707","e2beb81cc53f5f2dca879fc3cbafdbb5_1645","3769ff932ef4964888ed10339eca08e9_1707","34b0a8d969f18b9f4b245d9e2e270fbf_7154","f73384227e558735e4d06d33f21c4335_1656","2429ebe1b70a7dc44da671065d2f1e2f_1719"
"rcnR","","Ni(II)/Co(II)-binding transcriptional repressor RcnR","10","10","1","1","4915","","","","272","272","272","4faf440b7ae03605f2bb8c219a1cbecd_1801","3a4164c7505bb5d25b67cc08b6e6c176_1829","1d003073a6ba14d334cd248f59261d0c_1824","8c337c75870066c7edf421eabf2a3849_1690","489654d668b099aba1108a156a10fb33_1740","e2beb81cc53f5f2dca879fc3cbafdbb5_1676","3769ff932ef4964888ed10339eca08e9_1740","34b0a8d969f18b9f4b245d9e2e270fbf_7121","f73384227e558735e4d06d33f21c4335_1693","2429ebe1b70a7dc44da671065d2f1e2f_1754"
"WP_001270773.1","","LysR family transcriptional regulator","10","10","1","1","4913","","","","863","863","863","4faf440b7ae03605f2bb8c219a1cbecd_1807","3a4164c7505bb5d25b67cc08b6e6c176_1835","1d003073a6ba14d334cd248f59261d0c_1830","8c337c75870066c7edf421eabf2a3849_1696","489654d668b099aba1108a156a10fb33_1746","e2beb81cc53f5f2dca879fc3cbafdbb5_1682","3769ff932ef4964888ed10339eca08e9_1746","34b0a8d969f18b9f4b245d9e2e270fbf_7115","f73384227e558735e4d06d33f21c4335_1699","2429ebe1b70a7dc44da671065d2f1e2f_1760"
"WP_000665980.1","","acetyl-CoA C-acetyltransferase","10","10","1","1","4912","","","","1178","1178","1178","4faf440b7ae03605f2bb8c219a1cbecd_1809","3a4164c7505bb5d25b67cc08b6e6c176_1837","1d003073a6ba14d334cd248f59261d0c_1832","8c337c75870066c7edf421eabf2a3849_1698","489654d668b099aba1108a156a10fb33_1748","e2beb81cc53f5f2dca879fc3cbafdbb5_1684","3769ff932ef4964888ed10339eca08e9_1748","34b0a8d969f18b9f4b245d9e2e270fbf_7113","f73384227e558735e4d06d33f21c4335_1701","2429ebe1b70a7dc44da671065d2f1e2f_1762"
"kduI","","5-dehydro-4-deoxy-D-glucuronate isomerase","10","10","1","1","4910","","","","836","836","836","4faf440b7ae03605f2bb8c219a1cbecd_1813","3a4164c7505bb5d25b67cc08b6e6c176_1839","1d003073a6ba14d334cd248f59261d0c_1834","8c337c75870066c7edf421eabf2a3849_1700","489654d668b099aba1108a156a10fb33_1750","e2beb81cc53f5f2dca879fc3cbafdbb5_1686","3769ff932ef4964888ed10339eca08e9_1750","34b0a8d969f18b9f4b245d9e2e270fbf_7111","f73384227e558735e4d06d33f21c4335_1703","2429ebe1b70a7dc44da671065d2f1e2f_1766"
"araE","","sugar porter family MFS transporter","10","10","1","1","4907","","","","1415","1460","1421","4faf440b7ae03605f2bb8c219a1cbecd_1817","3a4164c7505bb5d25b67cc08b6e6c176_1843","1d003073a6ba14d334cd248f59261d0c_1838","8c337c75870066c7edf421eabf2a3849_1704","489654d668b099aba1108a156a10fb33_1754","e2beb81cc53f5f2dca879fc3cbafdbb5_1690","3769ff932ef4964888ed10339eca08e9_1754","34b0a8d969f18b9f4b245d9e2e270fbf_7107","f73384227e558735e4d06d33f21c4335_1707","2429ebe1b70a7dc44da671065d2f1e2f_1770"
"lysA","","diaminopimelate decarboxylase","10","10","1","1","4904","","","","1262","1262","1262","4faf440b7ae03605f2bb8c219a1cbecd_1823","3a4164c7505bb5d25b67cc08b6e6c176_1849","1d003073a6ba14d334cd248f59261d0c_1844","8c337c75870066c7edf421eabf2a3849_1710","489654d668b099aba1108a156a10fb33_1760","e2beb81cc53f5f2dca879fc3cbafdbb5_1696","3769ff932ef4964888ed10339eca08e9_1760","34b0a8d969f18b9f4b245d9e2e270fbf_7101","f73384227e558735e4d06d33f21c4335_1713","2429ebe1b70a7dc44da671065d2f1e2f_1776"
"WP_000968338.1","","LacI family DNA-binding transcriptional regulator","10","10","1","1","4903","","","","1022","1022","1022","4faf440b7ae03605f2bb8c219a1cbecd_1825","3a4164c7505bb5d25b67cc08b6e6c176_1851","1d003073a6ba14d334cd248f59261d0c_1846","8c337c75870066c7edf421eabf2a3849_1712","489654d668b099aba1108a156a10fb33_1762","e2beb81cc53f5f2dca879fc3cbafdbb5_1698","3769ff932ef4964888ed10339eca08e9_1762","34b0a8d969f18b9f4b245d9e2e270fbf_7099","f73384227e558735e4d06d33f21c4335_1715","2429ebe1b70a7dc44da671065d2f1e2f_1778"
"WP_000558960.1","","NADP(H)-dependent aldo-keto reductase","10","10","1","1","4896","","","","1040","1040","1040","4faf440b7ae03605f2bb8c219a1cbecd_1837","3a4164c7505bb5d25b67cc08b6e6c176_1859","1d003073a6ba14d334cd248f59261d0c_1854","8c337c75870066c7edf421eabf2a3849_1720","489654d668b099aba1108a156a10fb33_1770","e2beb81cc53f5f2dca879fc3cbafdbb5_1710","3769ff932ef4964888ed10339eca08e9_1770","34b0a8d969f18b9f4b245d9e2e270fbf_7091","f73384227e558735e4d06d33f21c4335_1723","2429ebe1b70a7dc44da671065d2f1e2f_1790"
"WP_000744668.1","","prepilin peptidase-dependent protein","10","10","1","1","2618","","","","470","470","470","4faf440b7ae03605f2bb8c219a1cbecd_1857","3a4164c7505bb5d25b67cc08b6e6c176_1875","1d003073a6ba14d334cd248f59261d0c_1872","8c337c75870066c7edf421eabf2a3849_1736","489654d668b099aba1108a156a10fb33_1786","e2beb81cc53f5f2dca879fc3cbafdbb5_1726","3769ff932ef4964888ed10339eca08e9_1786","34b0a8d969f18b9f4b245d9e2e270fbf_7075","f73384227e558735e4d06d33f21c4335_1739","2429ebe1b70a7dc44da671065d2f1e2f_1808"
"recB","","exodeoxyribonuclease V subunit beta","10","10","1","1","2624","","","","3503","3545","3540","4faf440b7ae03605f2bb8c219a1cbecd_1869","3a4164c7505bb5d25b67cc08b6e6c176_1887","1d003073a6ba14d334cd248f59261d0c_1884","8c337c75870066c7edf421eabf2a3849_1748","489654d668b099aba1108a156a10fb33_1798","e2beb81cc53f5f2dca879fc3cbafdbb5_1738","3769ff932ef4964888ed10339eca08e9_1798","34b0a8d969f18b9f4b245d9e2e270fbf_7063","f73384227e558735e4d06d33f21c4335_1751","2429ebe1b70a7dc44da671065d2f1e2f_1820"
"recD","","exodeoxyribonuclease V subunit alpha","10","10","1","1","2625","","","","1835","1835","1835","4faf440b7ae03605f2bb8c219a1cbecd_1871","3a4164c7505bb5d25b67cc08b6e6c176_1889","1d003073a6ba14d334cd248f59261d0c_1886","8c337c75870066c7edf421eabf2a3849_1750","489654d668b099aba1108a156a10fb33_1800","e2beb81cc53f5f2dca879fc3cbafdbb5_1740","3769ff932ef4964888ed10339eca08e9_1800","34b0a8d969f18b9f4b245d9e2e270fbf_7061","f73384227e558735e4d06d33f21c4335_1753","2429ebe1b70a7dc44da671065d2f1e2f_1822"
"rarD","","EamA family transporter RarD","10","10","1","1","2630","","","","887","887","887","4faf440b7ae03605f2bb8c219a1cbecd_1887","3a4164c7505bb5d25b67cc08b6e6c176_1905","1d003073a6ba14d334cd248f59261d0c_1902","8c337c75870066c7edf421eabf2a3849_1766","489654d668b099aba1108a156a10fb33_1816","e2beb81cc53f5f2dca879fc3cbafdbb5_1756","3769ff932ef4964888ed10339eca08e9_1816","34b0a8d969f18b9f4b245d9e2e270fbf_7045","f73384227e558735e4d06d33f21c4335_1769","2429ebe1b70a7dc44da671065d2f1e2f_1838"
"csdA","","cysteine desulfurase CsdA","10","10","1","1","2632","","","","1205","1205","1205","4faf440b7ae03605f2bb8c219a1cbecd_1891","3a4164c7505bb5d25b67cc08b6e6c176_1909","1d003073a6ba14d334cd248f59261d0c_1906","8c337c75870066c7edf421eabf2a3849_1770","489654d668b099aba1108a156a10fb33_1820","e2beb81cc53f5f2dca879fc3cbafdbb5_1760","3769ff932ef4964888ed10339eca08e9_1820","34b0a8d969f18b9f4b245d9e2e270fbf_7041","f73384227e558735e4d06d33f21c4335_1773","2429ebe1b70a7dc44da671065d2f1e2f_1842"
"fucU","","L-fucose mutarotase","10","10","1","1","2637","","","","422","422","422","4faf440b7ae03605f2bb8c219a1cbecd_1903","3a4164c7505bb5d25b67cc08b6e6c176_1921","1d003073a6ba14d334cd248f59261d0c_1918","8c337c75870066c7edf421eabf2a3849_1782","489654d668b099aba1108a156a10fb33_1832","e2beb81cc53f5f2dca879fc3cbafdbb5_1772","3769ff932ef4964888ed10339eca08e9_1832","34b0a8d969f18b9f4b245d9e2e270fbf_7029","f73384227e558735e4d06d33f21c4335_1785","2429ebe1b70a7dc44da671065d2f1e2f_1854"
"fucK","","L-fuculokinase","10","10","1","1","2638","","","","1418","1418","1418","4faf440b7ae03605f2bb8c219a1cbecd_1905","3a4164c7505bb5d25b67cc08b6e6c176_1923","1d003073a6ba14d334cd248f59261d0c_1920","8c337c75870066c7edf421eabf2a3849_1784","489654d668b099aba1108a156a10fb33_1834","e2beb81cc53f5f2dca879fc3cbafdbb5_1774","3769ff932ef4964888ed10339eca08e9_1834","34b0a8d969f18b9f4b245d9e2e270fbf_7027","f73384227e558735e4d06d33f21c4335_1787","2429ebe1b70a7dc44da671065d2f1e2f_1856"
"WP_000211801.1","","glucarate dehydratase","10","10","1","1","2655","","","","62","1340","1212","4faf440b7ae03605f2bb8c219a1cbecd_1937","3a4164c7505bb5d25b67cc08b6e6c176_2059","1d003073a6ba14d334cd248f59261d0c_1952","8c337c75870066c7edf421eabf2a3849_1818","489654d668b099aba1108a156a10fb33_1866","e2beb81cc53f5f2dca879fc3cbafdbb5_1806","3769ff932ef4964888ed10339eca08e9_1868","34b0a8d969f18b9f4b245d9e2e270fbf_6993","f73384227e558735e4d06d33f21c4335_1821","2429ebe1b70a7dc44da671065d2f1e2f_1892"
"WP_000706477.1","","glycerate kinase","10","10","1","1","2656","","","","1142","1160","1143","4faf440b7ae03605f2bb8c219a1cbecd_1941","3a4164c7505bb5d25b67cc08b6e6c176_2063","1d003073a6ba14d334cd248f59261d0c_1956","8c337c75870066c7edf421eabf2a3849_1822","489654d668b099aba1108a156a10fb33_1870","e2beb81cc53f5f2dca879fc3cbafdbb5_1810","3769ff932ef4964888ed10339eca08e9_1872","34b0a8d969f18b9f4b245d9e2e270fbf_6989","f73384227e558735e4d06d33f21c4335_1825","2429ebe1b70a7dc44da671065d2f1e2f_1896"
"WP_000490481.1","","aminopeptidase","10","10","1","1","2683","","","","1046","1046","1046","4faf440b7ae03605f2bb8c219a1cbecd_1990","3a4164c7505bb5d25b67cc08b6e6c176_2129","1d003073a6ba14d334cd248f59261d0c_1988","8c337c75870066c7edf421eabf2a3849_1888","489654d668b099aba1108a156a10fb33_1922","e2beb81cc53f5f2dca879fc3cbafdbb5_1870","3769ff932ef4964888ed10339eca08e9_1932","34b0a8d969f18b9f4b245d9e2e270fbf_6923","f73384227e558735e4d06d33f21c4335_1863","2429ebe1b70a7dc44da671065d2f1e2f_1947"
"ispF","","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","10","10","1","1","2688","","","","479","479","479","4faf440b7ae03605f2bb8c219a1cbecd_2004","3a4164c7505bb5d25b67cc08b6e6c176_2143","1d003073a6ba14d334cd248f59261d0c_2002","8c337c75870066c7edf421eabf2a3849_1902","489654d668b099aba1108a156a10fb33_1936","e2beb81cc53f5f2dca879fc3cbafdbb5_1884","3769ff932ef4964888ed10339eca08e9_1946","34b0a8d969f18b9f4b245d9e2e270fbf_6909","f73384227e558735e4d06d33f21c4335_1877","2429ebe1b70a7dc44da671065d2f1e2f_1961"
"truD","","tRNA pseudouridine(13) synthase TruD","10","10","1","1","2689","","","","1049","1049","1049","4faf440b7ae03605f2bb8c219a1cbecd_2006","3a4164c7505bb5d25b67cc08b6e6c176_2145","1d003073a6ba14d334cd248f59261d0c_2004","8c337c75870066c7edf421eabf2a3849_1904","489654d668b099aba1108a156a10fb33_1938","e2beb81cc53f5f2dca879fc3cbafdbb5_1886","3769ff932ef4964888ed10339eca08e9_1948","34b0a8d969f18b9f4b245d9e2e270fbf_6907","f73384227e558735e4d06d33f21c4335_1879","2429ebe1b70a7dc44da671065d2f1e2f_1963"
