"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10332_2","NCTC10728_2","NCTC11445_2","NCTC12903_2","NCTC13359_2","NCTC13618_2","NCTC13620_2","NCTC13715_2","PAO1_2","Pa58_2"
"WP_003082689.1","","LysR family transcriptional regulator","10","10","1","1","9153","","","","911","912","911","bff5be9a05af26abf8b302cd0b3f69e2_7577","f1bc4d4512a19bd29d7991c343d79c7a_1554","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2327","e1e193540533662714034fbaf73f5d6e_7957","fbf66bbada04254cb1d7db6bed85cec5_9501","8fa835bf467b60db460d3f086747dc57_8293","d1676fa9fd9af43d40bcc74e7f0aec45_8271","9a62a93745f59da1e1aa95775073ed22_11641","252ccf95a1f36013216e1b90c752981b_2792","71007f8b45df3e0a6853be2ecfd5b6f2_9164"
"WP_003106697.1","","TerC family protein","10","10","1","1","6865","","","","734","734","734","bff5be9a05af26abf8b302cd0b3f69e2_7892","f1bc4d4512a19bd29d7991c343d79c7a_1863","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2038","e1e193540533662714034fbaf73f5d6e_8518","fbf66bbada04254cb1d7db6bed85cec5_9816","8fa835bf467b60db460d3f086747dc57_8596","d1676fa9fd9af43d40bcc74e7f0aec45_8598","9a62a93745f59da1e1aa95775073ed22_11950","252ccf95a1f36013216e1b90c752981b_2498","71007f8b45df3e0a6853be2ecfd5b6f2_9461"
"WP_003091690.1","","hypothetical protein","10","10","1","1","2048","","","","500","500","500","bff5be9a05af26abf8b302cd0b3f69e2_3336","f1bc4d4512a19bd29d7991c343d79c7a_8976","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7042","e1e193540533662714034fbaf73f5d6e_3360","fbf66bbada04254cb1d7db6bed85cec5_4389","8fa835bf467b60db460d3f086747dc57_3572","d1676fa9fd9af43d40bcc74e7f0aec45_3557","9a62a93745f59da1e1aa95775073ed22_6821","252ccf95a1f36013216e1b90c752981b_7110","71007f8b45df3e0a6853be2ecfd5b6f2_3737"
"WP_003131389.1","","hypothetical protein","10","10","1","1","7093","","","","602","602","602","bff5be9a05af26abf8b302cd0b3f69e2_57","f1bc4d4512a19bd29d7991c343d79c7a_5715","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10536","e1e193540533662714034fbaf73f5d6e_64","fbf66bbada04254cb1d7db6bed85cec5_809","8fa835bf467b60db460d3f086747dc57_57","d1676fa9fd9af43d40bcc74e7f0aec45_57","9a62a93745f59da1e1aa95775073ed22_3508","252ccf95a1f36013216e1b90c752981b_58","71007f8b45df3e0a6853be2ecfd5b6f2_57"
"WP_003106690.1","","methyl-accepting chemotaxis protein","10","10","1","1","8161","","","","1172","1172","1172","bff5be9a05af26abf8b302cd0b3f69e2_377","f1bc4d4512a19bd29d7991c343d79c7a_6037","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10222","e1e193540533662714034fbaf73f5d6e_376","fbf66bbada04254cb1d7db6bed85cec5_1135","8fa835bf467b60db460d3f086747dc57_387","d1676fa9fd9af43d40bcc74e7f0aec45_371","9a62a93745f59da1e1aa95775073ed22_3850","252ccf95a1f36013216e1b90c752981b_378","71007f8b45df3e0a6853be2ecfd5b6f2_397"
"WP_003113772.1","","SDR family oxidoreductase","10","10","1","1","2890","","","","830","830","830","bff5be9a05af26abf8b302cd0b3f69e2_2157","f1bc4d4512a19bd29d7991c343d79c7a_7841","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8322","e1e193540533662714034fbaf73f5d6e_2096","fbf66bbada04254cb1d7db6bed85cec5_3122","8fa835bf467b60db460d3f086747dc57_2275","d1676fa9fd9af43d40bcc74e7f0aec45_2283","9a62a93745f59da1e1aa95775073ed22_5654","252ccf95a1f36013216e1b90c752981b_8335","71007f8b45df3e0a6853be2ecfd5b6f2_2441"
"WP_003114813.1","","alpha/beta hydrolase","10","10","1","1","1943","","","","827","827","827","bff5be9a05af26abf8b302cd0b3f69e2_3540","f1bc4d4512a19bd29d7991c343d79c7a_9180","f57ec7ca82cfc8a0008cea8c3cc6a6e4_6838","e1e193540533662714034fbaf73f5d6e_3564","fbf66bbada04254cb1d7db6bed85cec5_4593","8fa835bf467b60db460d3f086747dc57_3778","d1676fa9fd9af43d40bcc74e7f0aec45_3763","9a62a93745f59da1e1aa95775073ed22_7025","252ccf95a1f36013216e1b90c752981b_6902","71007f8b45df3e0a6853be2ecfd5b6f2_3937"
"WP_003457159.1","","pantoate--beta-alanine ligase","10","10","1","1","9552","","","","851","851","851","bff5be9a05af26abf8b302cd0b3f69e2_10018","f1bc4d4512a19bd29d7991c343d79c7a_3899","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12346","e1e193540533662714034fbaf73f5d6e_11191","fbf66bbada04254cb1d7db6bed85cec5_12191","8fa835bf467b60db460d3f086747dc57_11166","d1676fa9fd9af43d40bcc74e7f0aec45_11239","9a62a93745f59da1e1aa95775073ed22_1573","252ccf95a1f36013216e1b90c752981b_10227","71007f8b45df3e0a6853be2ecfd5b6f2_12024"
"WP_003117914.1","","inorganic phosphate transporter","10","10","1","1","5747","","","","1622","1622","1622","bff5be9a05af26abf8b302cd0b3f69e2_911","f1bc4d4512a19bd29d7991c343d79c7a_6591","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9676","e1e193540533662714034fbaf73f5d6e_932","fbf66bbada04254cb1d7db6bed85cec5_1695","8fa835bf467b60db460d3f086747dc57_949","d1676fa9fd9af43d40bcc74e7f0aec45_1009","9a62a93745f59da1e1aa95775073ed22_4396","252ccf95a1f36013216e1b90c752981b_938","71007f8b45df3e0a6853be2ecfd5b6f2_1035"
"WP_003096758.1","","hypothetical protein","10","10","1","1","6347","","","","332","332","332","bff5be9a05af26abf8b302cd0b3f69e2_11462","f1bc4d4512a19bd29d7991c343d79c7a_5313","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10922","e1e193540533662714034fbaf73f5d6e_12620","fbf66bbada04254cb1d7db6bed85cec5_409","8fa835bf467b60db460d3f086747dc57_12743","d1676fa9fd9af43d40bcc74e7f0aec45_12695","9a62a93745f59da1e1aa95775073ed22_2985","252ccf95a1f36013216e1b90c752981b_11682","71007f8b45df3e0a6853be2ecfd5b6f2_13465"
"sycN","","type III secretion chaperone SycN","10","10","1","1","596","","","","371","371","371","bff5be9a05af26abf8b302cd0b3f69e2_6776","f1bc4d4512a19bd29d7991c343d79c7a_754","f57ec7ca82cfc8a0008cea8c3cc6a6e4_3118","e1e193540533662714034fbaf73f5d6e_7358","fbf66bbada04254cb1d7db6bed85cec5_8716","8fa835bf467b60db460d3f086747dc57_7430","d1676fa9fd9af43d40bcc74e7f0aec45_7496","9a62a93745f59da1e1aa95775073ed22_10815","252ccf95a1f36013216e1b90c752981b_3618","71007f8b45df3e0a6853be2ecfd5b6f2_8341"
"lepB","","signal peptidase I","10","10","1","1","9162","","","","539","539","539","bff5be9a05af26abf8b302cd0b3f69e2_7595","f1bc4d4512a19bd29d7991c343d79c7a_1572","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2309","e1e193540533662714034fbaf73f5d6e_7975","fbf66bbada04254cb1d7db6bed85cec5_9519","8fa835bf467b60db460d3f086747dc57_8311","d1676fa9fd9af43d40bcc74e7f0aec45_8289","9a62a93745f59da1e1aa95775073ed22_11659","252ccf95a1f36013216e1b90c752981b_2774","71007f8b45df3e0a6853be2ecfd5b6f2_9182"
"mdcH","","malonate decarboxylase subunit epsilon","10","10","1","1","8192","","","","932","932","932","bff5be9a05af26abf8b302cd0b3f69e2_435","f1bc4d4512a19bd29d7991c343d79c7a_6107","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10152","e1e193540533662714034fbaf73f5d6e_446","fbf66bbada04254cb1d7db6bed85cec5_1195","8fa835bf467b60db460d3f086747dc57_449","d1676fa9fd9af43d40bcc74e7f0aec45_441","9a62a93745f59da1e1aa95775073ed22_3908","252ccf95a1f36013216e1b90c752981b_451","71007f8b45df3e0a6853be2ecfd5b6f2_455"
"WP_003082385.1","","dienelactone hydrolase family protein","10","10","1","1","6861","","","","788","788","788","bff5be9a05af26abf8b302cd0b3f69e2_7900","f1bc4d4512a19bd29d7991c343d79c7a_1871","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2030","e1e193540533662714034fbaf73f5d6e_8526","fbf66bbada04254cb1d7db6bed85cec5_9824","8fa835bf467b60db460d3f086747dc57_8604","d1676fa9fd9af43d40bcc74e7f0aec45_8606","9a62a93745f59da1e1aa95775073ed22_11958","252ccf95a1f36013216e1b90c752981b_2490","71007f8b45df3e0a6853be2ecfd5b6f2_9469"
"WP_003098690.1","","antibiotic biosynthesis monooxygenase","10","10","1","1","2127","","","","302","302","302","bff5be9a05af26abf8b302cd0b3f69e2_3180","f1bc4d4512a19bd29d7991c343d79c7a_8831","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7187","e1e193540533662714034fbaf73f5d6e_3206","fbf66bbada04254cb1d7db6bed85cec5_4242","8fa835bf467b60db460d3f086747dc57_3425","d1676fa9fd9af43d40bcc74e7f0aec45_3398","9a62a93745f59da1e1aa95775073ed22_6665","252ccf95a1f36013216e1b90c752981b_7269","71007f8b45df3e0a6853be2ecfd5b6f2_3584"
"WP_003088200.1","","cupin domain-containing protein","10","10","1","1","3791","","","","347","347","347","bff5be9a05af26abf8b302cd0b3f69e2_6319","f1bc4d4512a19bd29d7991c343d79c7a_295","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5116","e1e193540533662714034fbaf73f5d6e_6901","fbf66bbada04254cb1d7db6bed85cec5_8243","8fa835bf467b60db460d3f086747dc57_6955","d1676fa9fd9af43d40bcc74e7f0aec45_7023","9a62a93745f59da1e1aa95775073ed22_10252","252ccf95a1f36013216e1b90c752981b_4106","71007f8b45df3e0a6853be2ecfd5b6f2_7752"
"WP_003104406.1","","hypothetical protein","10","10","1","1","5484","","","","179","179","179","bff5be9a05af26abf8b302cd0b3f69e2_7042","f1bc4d4512a19bd29d7991c343d79c7a_1020","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2852","e1e193540533662714034fbaf73f5d6e_7714","fbf66bbada04254cb1d7db6bed85cec5_8984","8fa835bf467b60db460d3f086747dc57_7790","d1676fa9fd9af43d40bcc74e7f0aec45_7764","9a62a93745f59da1e1aa95775073ed22_11091","252ccf95a1f36013216e1b90c752981b_3336","71007f8b45df3e0a6853be2ecfd5b6f2_8617"
"WP_003099330.1","","spore coat U domain-containing protein","10","10","1","1","5005","","","","947","947","947","bff5be9a05af26abf8b302cd0b3f69e2_9835","f1bc4d4512a19bd29d7991c343d79c7a_3684","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12529","e1e193540533662714034fbaf73f5d6e_10962","fbf66bbada04254cb1d7db6bed85cec5_11972","8fa835bf467b60db460d3f086747dc57_10983","d1676fa9fd9af43d40bcc74e7f0aec45_11018","9a62a93745f59da1e1aa95775073ed22_1322","252ccf95a1f36013216e1b90c752981b_10020","71007f8b45df3e0a6853be2ecfd5b6f2_11807"
"WP_003088238.1","","DUF2149 domain-containing protein","10","10","1","1","3784","","","","326","326","326","bff5be9a05af26abf8b302cd0b3f69e2_6301","f1bc4d4512a19bd29d7991c343d79c7a_277","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5098","e1e193540533662714034fbaf73f5d6e_6883","fbf66bbada04254cb1d7db6bed85cec5_8225","8fa835bf467b60db460d3f086747dc57_6937","d1676fa9fd9af43d40bcc74e7f0aec45_7005","9a62a93745f59da1e1aa95775073ed22_10234","252ccf95a1f36013216e1b90c752981b_4122","71007f8b45df3e0a6853be2ecfd5b6f2_7734"
"WP_003125444.1","","nicotinate-nicotinamide nucleotide adenylyltransferase","10","10","1","1","1382","","","","602","602","602","bff5be9a05af26abf8b302cd0b3f69e2_10427","f1bc4d4512a19bd29d7991c343d79c7a_4286","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11961","e1e193540533662714034fbaf73f5d6e_11576","fbf66bbada04254cb1d7db6bed85cec5_12614","8fa835bf467b60db460d3f086747dc57_11557","d1676fa9fd9af43d40bcc74e7f0aec45_11630","9a62a93745f59da1e1aa95775073ed22_1960","252ccf95a1f36013216e1b90c752981b_10630","71007f8b45df3e0a6853be2ecfd5b6f2_12411"
"WP_003114121.1","","diguanylate cyclase","10","10","1","1","8568","","","","2015","2015","2015","bff5be9a05af26abf8b302cd0b3f69e2_11626","f1bc4d4512a19bd29d7991c343d79c7a_5477","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10758","e1e193540533662714034fbaf73f5d6e_12784","fbf66bbada04254cb1d7db6bed85cec5_583","8fa835bf467b60db460d3f086747dc57_12917","d1676fa9fd9af43d40bcc74e7f0aec45_12869","9a62a93745f59da1e1aa95775073ed22_3257","252ccf95a1f36013216e1b90c752981b_11846","71007f8b45df3e0a6853be2ecfd5b6f2_13629"
"WP_017002477.1","","divalent metal cation transporter","10","10","1","1","8060","","","","1316","1316","1316","bff5be9a05af26abf8b302cd0b3f69e2_8653","f1bc4d4512a19bd29d7991c343d79c7a_2620","f57ec7ca82cfc8a0008cea8c3cc6a6e4_927","e1e193540533662714034fbaf73f5d6e_9356","fbf66bbada04254cb1d7db6bed85cec5_10607","8fa835bf467b60db460d3f086747dc57_9608","d1676fa9fd9af43d40bcc74e7f0aec45_9529","9a62a93745f59da1e1aa95775073ed22_118","252ccf95a1f36013216e1b90c752981b_1708","71007f8b45df3e0a6853be2ecfd5b6f2_10389"
"aitP","","CDF family iron/cobalt efflux transporter AitP","10","10","1","1","9168","","","","956","995","970","bff5be9a05af26abf8b302cd0b3f69e2_7607","f1bc4d4512a19bd29d7991c343d79c7a_1584","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2297","e1e193540533662714034fbaf73f5d6e_7987","fbf66bbada04254cb1d7db6bed85cec5_9531","8fa835bf467b60db460d3f086747dc57_8323","d1676fa9fd9af43d40bcc74e7f0aec45_8301","9a62a93745f59da1e1aa95775073ed22_11671","252ccf95a1f36013216e1b90c752981b_2762","71007f8b45df3e0a6853be2ecfd5b6f2_9194"
"WP_015503740.1","","hypothetical protein","10","10","1","1","1378","","","","923","923","923","bff5be9a05af26abf8b302cd0b3f69e2_10435","f1bc4d4512a19bd29d7991c343d79c7a_4294","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11953","e1e193540533662714034fbaf73f5d6e_11584","fbf66bbada04254cb1d7db6bed85cec5_12622","8fa835bf467b60db460d3f086747dc57_11565","d1676fa9fd9af43d40bcc74e7f0aec45_11638","9a62a93745f59da1e1aa95775073ed22_1968","252ccf95a1f36013216e1b90c752981b_10638","71007f8b45df3e0a6853be2ecfd5b6f2_12419"
"WP_016263149.1","","MFS transporter","10","10","1","1","2764","","","","1157","1157","1157","bff5be9a05af26abf8b302cd0b3f69e2_2390","f1bc4d4512a19bd29d7991c343d79c7a_8080","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8101","e1e193540533662714034fbaf73f5d6e_2321","fbf66bbada04254cb1d7db6bed85cec5_3361","8fa835bf467b60db460d3f086747dc57_2500","d1676fa9fd9af43d40bcc74e7f0aec45_2506","9a62a93745f59da1e1aa95775073ed22_5877","252ccf95a1f36013216e1b90c752981b_8097","71007f8b45df3e0a6853be2ecfd5b6f2_2668"
"WP_004352281.1","","anhydro-N-acetylmuramic acid kinase","10","10","1","1","6042","","","","1091","1091","1091","bff5be9a05af26abf8b302cd0b3f69e2_1320","f1bc4d4512a19bd29d7991c343d79c7a_6992","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9165","e1e193540533662714034fbaf73f5d6e_1341","fbf66bbada04254cb1d7db6bed85cec5_2137","8fa835bf467b60db460d3f086747dc57_1376","d1676fa9fd9af43d40bcc74e7f0aec45_1436","9a62a93745f59da1e1aa95775073ed22_4835","252ccf95a1f36013216e1b90c752981b_1388","71007f8b45df3e0a6853be2ecfd5b6f2_1570"
"WP_003119335.1","","class I SAM-dependent methyltransferase","10","10","1","1","2624","","","","785","785","785","bff5be9a05af26abf8b302cd0b3f69e2_2593","f1bc4d4512a19bd29d7991c343d79c7a_8275","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7874","e1e193540533662714034fbaf73f5d6e_2524","fbf66bbada04254cb1d7db6bed85cec5_3556","8fa835bf467b60db460d3f086747dc57_2734","d1676fa9fd9af43d40bcc74e7f0aec45_2827","9a62a93745f59da1e1aa95775073ed22_6070","252ccf95a1f36013216e1b90c752981b_7902","71007f8b45df3e0a6853be2ecfd5b6f2_2861"
"WP_003082253.1","","magnesium transporter","10","10","1","1","4761","","","","683","683","683","bff5be9a05af26abf8b302cd0b3f69e2_8004","f1bc4d4512a19bd29d7991c343d79c7a_1967","f57ec7ca82cfc8a0008cea8c3cc6a6e4_1936","e1e193540533662714034fbaf73f5d6e_8627","fbf66bbada04254cb1d7db6bed85cec5_9930","8fa835bf467b60db460d3f086747dc57_8702","d1676fa9fd9af43d40bcc74e7f0aec45_8702","9a62a93745f59da1e1aa95775073ed22_12056","252ccf95a1f36013216e1b90c752981b_2392","71007f8b45df3e0a6853be2ecfd5b6f2_9683"
"WP_003104346.1","","hypothetical protein","10","10","1","1","2301","","","","176","176","176","bff5be9a05af26abf8b302cd0b3f69e2_2812","f1bc4d4512a19bd29d7991c343d79c7a_8497","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7521","e1e193540533662714034fbaf73f5d6e_2868","fbf66bbada04254cb1d7db6bed85cec5_3904","8fa835bf467b60db460d3f086747dc57_3085","d1676fa9fd9af43d40bcc74e7f0aec45_3058","9a62a93745f59da1e1aa95775073ed22_6289","252ccf95a1f36013216e1b90c752981b_7669","71007f8b45df3e0a6853be2ecfd5b6f2_3082"
"WP_003119147.1","","hypothetical protein","10","10","1","1","942","","","","392","392","392","bff5be9a05af26abf8b302cd0b3f69e2_6221","f1bc4d4512a19bd29d7991c343d79c7a_11878","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5016","e1e193540533662714034fbaf73f5d6e_6797","fbf66bbada04254cb1d7db6bed85cec5_7943","8fa835bf467b60db460d3f086747dc57_6859","d1676fa9fd9af43d40bcc74e7f0aec45_6917","9a62a93745f59da1e1aa95775073ed22_10040","252ccf95a1f36013216e1b90c752981b_4213","71007f8b45df3e0a6853be2ecfd5b6f2_7652"
"WP_003083121.1","","EscU/YscU/HrcU family type III secretion system export apparatus switch protein","10","10","1","1","8954","","","","335","335","335","bff5be9a05af26abf8b302cd0b3f69e2_7247","f1bc4d4512a19bd29d7991c343d79c7a_1227","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2647","e1e193540533662714034fbaf73f5d6e_8093","fbf66bbada04254cb1d7db6bed85cec5_9197","8fa835bf467b60db460d3f086747dc57_8001","d1676fa9fd9af43d40bcc74e7f0aec45_7977","9a62a93745f59da1e1aa95775073ed22_11296","252ccf95a1f36013216e1b90c752981b_3126","71007f8b45df3e0a6853be2ecfd5b6f2_8826"
"WP_003104701.1","","hypothetical protein","10","10","1","1","3631","","","","476","476","476","bff5be9a05af26abf8b302cd0b3f69e2_5375","f1bc4d4512a19bd29d7991c343d79c7a_11092","f57ec7ca82cfc8a0008cea8c3cc6a6e4_4070","e1e193540533662714034fbaf73f5d6e_5804","fbf66bbada04254cb1d7db6bed85cec5_6969","8fa835bf467b60db460d3f086747dc57_5989","d1676fa9fd9af43d40bcc74e7f0aec45_6079","9a62a93745f59da1e1aa95775073ed22_9161","252ccf95a1f36013216e1b90c752981b_5043","71007f8b45df3e0a6853be2ecfd5b6f2_6478"
"WP_023082597.1","","non-ribosomal peptide synthetase","10","10","1","1","9252","","","","1820","1856","1841","bff5be9a05af26abf8b302cd0b3f69e2_7764","f1bc4d4512a19bd29d7991c343d79c7a_1761","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2140","e1e193540533662714034fbaf73f5d6e_8416","fbf66bbada04254cb1d7db6bed85cec5_9712","8fa835bf467b60db460d3f086747dc57_8492","d1676fa9fd9af43d40bcc74e7f0aec45_8462","9a62a93745f59da1e1aa95775073ed22_11848","252ccf95a1f36013216e1b90c752981b_2603","71007f8b45df3e0a6853be2ecfd5b6f2_9359"
"WP_003145315.1","","winged helix-turn-helix transcriptional regulator","10","10","1","1","9180","","","","449","449","449","bff5be9a05af26abf8b302cd0b3f69e2_7631","f1bc4d4512a19bd29d7991c343d79c7a_1608","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2273","e1e193540533662714034fbaf73f5d6e_8289","fbf66bbada04254cb1d7db6bed85cec5_9555","8fa835bf467b60db460d3f086747dc57_8347","d1676fa9fd9af43d40bcc74e7f0aec45_8325","9a62a93745f59da1e1aa95775073ed22_11695","252ccf95a1f36013216e1b90c752981b_2738","71007f8b45df3e0a6853be2ecfd5b6f2_9218"
"WP_003102213.1","","YigZ family protein","10","10","1","1","8149","","","","590","599","590","bff5be9a05af26abf8b302cd0b3f69e2_353","f1bc4d4512a19bd29d7991c343d79c7a_6003","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10246","e1e193540533662714034fbaf73f5d6e_352","fbf66bbada04254cb1d7db6bed85cec5_1111","8fa835bf467b60db460d3f086747dc57_363","d1676fa9fd9af43d40bcc74e7f0aec45_347","9a62a93745f59da1e1aa95775073ed22_3826","252ccf95a1f36013216e1b90c752981b_352","71007f8b45df3e0a6853be2ecfd5b6f2_373"
"pchD","","(2,3-dihydroxybenzoyl)adenylate synthase","10","10","1","1","5171","","","","1619","1643","1640","bff5be9a05af26abf8b302cd0b3f69e2_1458","f1bc4d4512a19bd29d7991c343d79c7a_7130","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9027","e1e193540533662714034fbaf73f5d6e_1479","fbf66bbada04254cb1d7db6bed85cec5_2275","8fa835bf467b60db460d3f086747dc57_1514","d1676fa9fd9af43d40bcc74e7f0aec45_1574","9a62a93745f59da1e1aa95775073ed22_4973","252ccf95a1f36013216e1b90c752981b_9056","71007f8b45df3e0a6853be2ecfd5b6f2_1708"
"hpaC","","4-hydroxyphenylacetate 3-monooxygenase, reductase component","10","10","1","1","3119","","","","512","512","512","bff5be9a05af26abf8b302cd0b3f69e2_1734","f1bc4d4512a19bd29d7991c343d79c7a_7412","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8745","e1e193540533662714034fbaf73f5d6e_1673","fbf66bbada04254cb1d7db6bed85cec5_2689","8fa835bf467b60db460d3f086747dc57_1798","d1676fa9fd9af43d40bcc74e7f0aec45_1850","9a62a93745f59da1e1aa95775073ed22_5227","252ccf95a1f36013216e1b90c752981b_8764","71007f8b45df3e0a6853be2ecfd5b6f2_1970"
"WP_003104873.1","","XdhC family protein","10","10","1","1","5042","","","","971","971","971","bff5be9a05af26abf8b302cd0b3f69e2_9761","f1bc4d4512a19bd29d7991c343d79c7a_3610","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12603","e1e193540533662714034fbaf73f5d6e_10888","fbf66bbada04254cb1d7db6bed85cec5_11896","8fa835bf467b60db460d3f086747dc57_10907","d1676fa9fd9af43d40bcc74e7f0aec45_10942","9a62a93745f59da1e1aa95775073ed22_1248","252ccf95a1f36013216e1b90c752981b_9943","71007f8b45df3e0a6853be2ecfd5b6f2_11733"
"WP_003106614.1","","hypothetical protein","10","10","1","1","7034","","","","914","914","914","bff5be9a05af26abf8b302cd0b3f69e2_159","f1bc4d4512a19bd29d7991c343d79c7a_5809","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10442","e1e193540533662714034fbaf73f5d6e_160","fbf66bbada04254cb1d7db6bed85cec5_909","8fa835bf467b60db460d3f086747dc57_161","d1676fa9fd9af43d40bcc74e7f0aec45_145","9a62a93745f59da1e1aa95775073ed22_3622","252ccf95a1f36013216e1b90c752981b_152","71007f8b45df3e0a6853be2ecfd5b6f2_169"
"WP_003089624.1","","hypothetical protein","10","10","1","1","4028","","","","329","329","329","bff5be9a05af26abf8b302cd0b3f69e2_5293","f1bc4d4512a19bd29d7991c343d79c7a_11010","f57ec7ca82cfc8a0008cea8c3cc6a6e4_3990","e1e193540533662714034fbaf73f5d6e_5722","fbf66bbada04254cb1d7db6bed85cec5_6887","8fa835bf467b60db460d3f086747dc57_5907","d1676fa9fd9af43d40bcc74e7f0aec45_5995","9a62a93745f59da1e1aa95775073ed22_9079","252ccf95a1f36013216e1b90c752981b_5128","71007f8b45df3e0a6853be2ecfd5b6f2_6398"
"WP_003085132.1","","repressor PtrB","10","10","1","1","5990","","","","200","200","200","bff5be9a05af26abf8b302cd0b3f69e2_1246","f1bc4d4512a19bd29d7991c343d79c7a_6922","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9239","e1e193540533662714034fbaf73f5d6e_1267","fbf66bbada04254cb1d7db6bed85cec5_2057","8fa835bf467b60db460d3f086747dc57_1296","d1676fa9fd9af43d40bcc74e7f0aec45_1356","9a62a93745f59da1e1aa95775073ed22_4737","252ccf95a1f36013216e1b90c752981b_1280","71007f8b45df3e0a6853be2ecfd5b6f2_1470"
"WP_003103776.1","","DUF4349 domain-containing protein","10","10","1","1","2228","","","","800","800","800","bff5be9a05af26abf8b302cd0b3f69e2_2988","f1bc4d4512a19bd29d7991c343d79c7a_8637","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7381","e1e193540533662714034fbaf73f5d6e_3012","fbf66bbada04254cb1d7db6bed85cec5_4044","8fa835bf467b60db460d3f086747dc57_3227","d1676fa9fd9af43d40bcc74e7f0aec45_3198","9a62a93745f59da1e1aa95775073ed22_6471","252ccf95a1f36013216e1b90c752981b_7473","71007f8b45df3e0a6853be2ecfd5b6f2_3390"
"gspI","","GspI family T2SS minor pseudopilin variant XcpV","10","10","1","1","9864","","","","389","389","389","bff5be9a05af26abf8b302cd0b3f69e2_3797","f1bc4d4512a19bd29d7991c343d79c7a_9447","f57ec7ca82cfc8a0008cea8c3cc6a6e4_6571","e1e193540533662714034fbaf73f5d6e_3821","fbf66bbada04254cb1d7db6bed85cec5_4862","8fa835bf467b60db460d3f086747dc57_4045","d1676fa9fd9af43d40bcc74e7f0aec45_4032","9a62a93745f59da1e1aa95775073ed22_7294","252ccf95a1f36013216e1b90c752981b_6622","71007f8b45df3e0a6853be2ecfd5b6f2_4206"
"uraD","","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase","10","10","1","1","8906","","","","515","515","515","bff5be9a05af26abf8b302cd0b3f69e2_7159","f1bc4d4512a19bd29d7991c343d79c7a_1139","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2735","e1e193540533662714034fbaf73f5d6e_8005","fbf66bbada04254cb1d7db6bed85cec5_9107","8fa835bf467b60db460d3f086747dc57_7913","d1676fa9fd9af43d40bcc74e7f0aec45_7887","9a62a93745f59da1e1aa95775073ed22_11208","252ccf95a1f36013216e1b90c752981b_3220","71007f8b45df3e0a6853be2ecfd5b6f2_8736"
