"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","M16808_2","NCTC11902_2","NCTC12977_2","NCTC13276_2","NCTC7465_2","NCTC7466_2","OXC141_2","R6_2","SNP994038_2","SNP994039_2"
"rpmA","","50S ribosomal protein L27","10","10","1","1","1958","","","","293","293","293","4e0ebb2f352ce5f77c4dc810bc08f662_3306","5304d155c86e7e0505652cd3398fab91_2115","c9f86137e46aba7d7655704f281d0e42_1147","d85e8842589287b51ccafc8c2ab682fd_2023","72423b0a20e1eaaa23e55b78118edd99_3233","0983e9ef5d2d51f2c7fe65caad871066_1908","071df2bd90ec8224320f416a082a7ee2_2143","f80477e6bb8d2c709ffd872956318dda_2152","29d2a391aac6e81216e86f42a012931d_2435","4903566b198540aa48641e5fce1361b3_2435"
"WP_000064115.1","","Asp23/Gls24 family envelope stress response protein","10","10","1","1","950","","","","608","608","608","4e0ebb2f352ce5f77c4dc810bc08f662_164","5304d155c86e7e0505652cd3398fab91_3343","c9f86137e46aba7d7655704f281d0e42_2383","d85e8842589287b51ccafc8c2ab682fd_3223","72423b0a20e1eaaa23e55b78118edd99_2083","0983e9ef5d2d51f2c7fe65caad871066_3237","071df2bd90ec8224320f416a082a7ee2_3335","f80477e6bb8d2c709ffd872956318dda_3423","29d2a391aac6e81216e86f42a012931d_3831","4903566b198540aa48641e5fce1361b3_3831"
"WP_001117401.1","","4-oxalocrotonate tautomerase","10","10","1","1","421","","","","182","182","182","4e0ebb2f352ce5f77c4dc810bc08f662_3125","5304d155c86e7e0505652cd3398fab91_1932","c9f86137e46aba7d7655704f281d0e42_960","d85e8842589287b51ccafc8c2ab682fd_1836","72423b0a20e1eaaa23e55b78118edd99_3508","0983e9ef5d2d51f2c7fe65caad871066_2095","071df2bd90ec8224320f416a082a7ee2_1940","f80477e6bb8d2c709ffd872956318dda_1963","29d2a391aac6e81216e86f42a012931d_2224","4903566b198540aa48641e5fce1361b3_2224"
"WP_000032550.1","","S-ribosylhomocysteine lyase","10","10","1","1","2176","","","","482","482","482","4e0ebb2f352ce5f77c4dc810bc08f662_1899","5304d155c86e7e0505652cd3398fab91_691","c9f86137e46aba7d7655704f281d0e42_4122","d85e8842589287b51ccafc8c2ab682fd_643","72423b0a20e1eaaa23e55b78118edd99_326","0983e9ef5d2d51f2c7fe65caad871066_643","071df2bd90ec8224320f416a082a7ee2_741","f80477e6bb8d2c709ffd872956318dda_680","29d2a391aac6e81216e86f42a012931d_829","4903566b198540aa48641e5fce1361b3_829"
"WP_001145439.1","","LacI family DNA-binding transcriptional regulator","10","10","1","1","1118","","","","986","986","986","4e0ebb2f352ce5f77c4dc810bc08f662_931","5304d155c86e7e0505652cd3398fab91_4081","c9f86137e46aba7d7655704f281d0e42_3150","d85e8842589287b51ccafc8c2ab682fd_3961","72423b0a20e1eaaa23e55b78118edd99_1326","0983e9ef5d2d51f2c7fe65caad871066_3975","071df2bd90ec8224320f416a082a7ee2_4073","f80477e6bb8d2c709ffd872956318dda_4195","29d2a391aac6e81216e86f42a012931d_4684","4903566b198540aa48641e5fce1361b3_4684"
"WP_000507059.1","","IreB family regulatory phosphoprotein","10","10","1","1","2066","","","","266","266","266","4e0ebb2f352ce5f77c4dc810bc08f662_1643","5304d155c86e7e0505652cd3398fab91_439","c9f86137e46aba7d7655704f281d0e42_3862","d85e8842589287b51ccafc8c2ab682fd_381","72423b0a20e1eaaa23e55b78118edd99_592","0983e9ef5d2d51f2c7fe65caad871066_381","071df2bd90ec8224320f416a082a7ee2_477","f80477e6bb8d2c709ffd872956318dda_405","29d2a391aac6e81216e86f42a012931d_541","4903566b198540aa48641e5fce1361b3_541"
"WP_000724951.1","","amino acid ABC transporter substrate-binding protein","10","10","1","1","2433","","","","830","830","830","4e0ebb2f352ce5f77c4dc810bc08f662_1584","5304d155c86e7e0505652cd3398fab91_380","c9f86137e46aba7d7655704f281d0e42_3803","d85e8842589287b51ccafc8c2ab682fd_322","72423b0a20e1eaaa23e55b78118edd99_651","0983e9ef5d2d51f2c7fe65caad871066_322","071df2bd90ec8224320f416a082a7ee2_418","f80477e6bb8d2c709ffd872956318dda_340","29d2a391aac6e81216e86f42a012931d_461","4903566b198540aa48641e5fce1361b3_461"
"WP_001085044.1","","PspC domain-containing protein","10","10","1","1","1425","","","","272","272","272","4e0ebb2f352ce5f77c4dc810bc08f662_2914","5304d155c86e7e0505652cd3398fab91_1710","c9f86137e46aba7d7655704f281d0e42_749","d85e8842589287b51ccafc8c2ab682fd_1616","72423b0a20e1eaaa23e55b78118edd99_3719","0983e9ef5d2d51f2c7fe65caad871066_1630","071df2bd90ec8224320f416a082a7ee2_1716","f80477e6bb8d2c709ffd872956318dda_1739","29d2a391aac6e81216e86f42a012931d_1985","4903566b198540aa48641e5fce1361b3_1985"
"WP_000109957.1","","CsbD family protein","10","10","1","1","951","","","","203","203","203","4e0ebb2f352ce5f77c4dc810bc08f662_166","5304d155c86e7e0505652cd3398fab91_3345","c9f86137e46aba7d7655704f281d0e42_2385","d85e8842589287b51ccafc8c2ab682fd_3225","72423b0a20e1eaaa23e55b78118edd99_2081","0983e9ef5d2d51f2c7fe65caad871066_3239","071df2bd90ec8224320f416a082a7ee2_3337","f80477e6bb8d2c709ffd872956318dda_3425","29d2a391aac6e81216e86f42a012931d_3833","4903566b198540aa48641e5fce1361b3_3833"
"vicK","","cell wall metabolism sensor histidine kinase VicK","10","10","1","1","271","","","","1349","1349","1349","4e0ebb2f352ce5f77c4dc810bc08f662_3490","5304d155c86e7e0505652cd3398fab91_2325","c9f86137e46aba7d7655704f281d0e42_1333","d85e8842589287b51ccafc8c2ab682fd_2204","72423b0a20e1eaaa23e55b78118edd99_3144","0983e9ef5d2d51f2c7fe65caad871066_2218","071df2bd90ec8224320f416a082a7ee2_2324","f80477e6bb8d2c709ffd872956318dda_2344","29d2a391aac6e81216e86f42a012931d_2648","4903566b198540aa48641e5fce1361b3_2648"
"zapA","","cell division protein ZapA","10","10","1","1","1753","","","","302","302","302","4e0ebb2f352ce5f77c4dc810bc08f662_2018","5304d155c86e7e0505652cd3398fab91_810","c9f86137e46aba7d7655704f281d0e42_4241","d85e8842589287b51ccafc8c2ab682fd_748","72423b0a20e1eaaa23e55b78118edd99_207","0983e9ef5d2d51f2c7fe65caad871066_762","071df2bd90ec8224320f416a082a7ee2_840","f80477e6bb8d2c709ffd872956318dda_794","29d2a391aac6e81216e86f42a012931d_936","4903566b198540aa48641e5fce1361b3_936"
"WP_000590640.1","","two-component system response regulator CiaR","10","10","1","1","1323","","","","674","674","674","4e0ebb2f352ce5f77c4dc810bc08f662_2708","5304d155c86e7e0505652cd3398fab91_1506","c9f86137e46aba7d7655704f281d0e42_543","d85e8842589287b51ccafc8c2ab682fd_1416","72423b0a20e1eaaa23e55b78118edd99_3917","0983e9ef5d2d51f2c7fe65caad871066_1430","071df2bd90ec8224320f416a082a7ee2_1510","f80477e6bb8d2c709ffd872956318dda_1519","29d2a391aac6e81216e86f42a012931d_1734","4903566b198540aa48641e5fce1361b3_1734"
"rplQ","","50S ribosomal protein L17","10","10","1","1","2108","","","","386","386","386","4e0ebb2f352ce5f77c4dc810bc08f662_1721","5304d155c86e7e0505652cd3398fab91_519","c9f86137e46aba7d7655704f281d0e42_3942","d85e8842589287b51ccafc8c2ab682fd_463","72423b0a20e1eaaa23e55b78118edd99_512","0983e9ef5d2d51f2c7fe65caad871066_463","071df2bd90ec8224320f416a082a7ee2_559","f80477e6bb8d2c709ffd872956318dda_487","29d2a391aac6e81216e86f42a012931d_623","4903566b198540aa48641e5fce1361b3_623"
"WP_000462126.1","","YlbG family protein","10","10","1","1","2227","","","","248","248","248","4e0ebb2f352ce5f77c4dc810bc08f662_2607","5304d155c86e7e0505652cd3398fab91_1393","c9f86137e46aba7d7655704f281d0e42_442","d85e8842589287b51ccafc8c2ab682fd_1313","72423b0a20e1eaaa23e55b78118edd99_4016","0983e9ef5d2d51f2c7fe65caad871066_1327","071df2bd90ec8224320f416a082a7ee2_1409","f80477e6bb8d2c709ffd872956318dda_1411","29d2a391aac6e81216e86f42a012931d_1617","4903566b198540aa48641e5fce1361b3_1617"
"mscL","","large conductance mechanosensitive channel protein MscL","10","10","1","1","427","","","","377","377","377","4e0ebb2f352ce5f77c4dc810bc08f662_3109","5304d155c86e7e0505652cd3398fab91_1916","c9f86137e46aba7d7655704f281d0e42_944","d85e8842589287b51ccafc8c2ab682fd_1820","72423b0a20e1eaaa23e55b78118edd99_3524","0983e9ef5d2d51f2c7fe65caad871066_2111","071df2bd90ec8224320f416a082a7ee2_1924","f80477e6bb8d2c709ffd872956318dda_1947","29d2a391aac6e81216e86f42a012931d_2208","4903566b198540aa48641e5fce1361b3_2208"
"WP_000902984.1","","ABC transporter permease","10","10","1","1","1633","","","","1379","1379","1379","4e0ebb2f352ce5f77c4dc810bc08f662_2330","5304d155c86e7e0505652cd3398fab91_1138","c9f86137e46aba7d7655704f281d0e42_163","d85e8842589287b51ccafc8c2ab682fd_1056","72423b0a20e1eaaa23e55b78118edd99_4274","0983e9ef5d2d51f2c7fe65caad871066_1070","071df2bd90ec8224320f416a082a7ee2_1154","f80477e6bb8d2c709ffd872956318dda_1132","29d2a391aac6e81216e86f42a012931d_1301","4903566b198540aa48641e5fce1361b3_1301"
"rplX","","50S ribosomal protein L24","10","10","1","1","2092","","","","305","305","305","4e0ebb2f352ce5f77c4dc810bc08f662_1689","5304d155c86e7e0505652cd3398fab91_487","c9f86137e46aba7d7655704f281d0e42_3910","d85e8842589287b51ccafc8c2ab682fd_431","72423b0a20e1eaaa23e55b78118edd99_544","0983e9ef5d2d51f2c7fe65caad871066_431","071df2bd90ec8224320f416a082a7ee2_527","f80477e6bb8d2c709ffd872956318dda_455","29d2a391aac6e81216e86f42a012931d_591","4903566b198540aa48641e5fce1361b3_591"
"rpmI","","50S ribosomal protein L35","10","10","1","1","477","","","","200","200","200","4e0ebb2f352ce5f77c4dc810bc08f662_3009","5304d155c86e7e0505652cd3398fab91_1818","c9f86137e46aba7d7655704f281d0e42_844","d85e8842589287b51ccafc8c2ab682fd_1720","72423b0a20e1eaaa23e55b78118edd99_3622","0983e9ef5d2d51f2c7fe65caad871066_1734","071df2bd90ec8224320f416a082a7ee2_1822","f80477e6bb8d2c709ffd872956318dda_1845","29d2a391aac6e81216e86f42a012931d_2099","4903566b198540aa48641e5fce1361b3_2099"
"WP_001186003.1","","ABC transporter ATP-binding protein","10","10","1","1","2223","","","","764","764","764","4e0ebb2f352ce5f77c4dc810bc08f662_2615","5304d155c86e7e0505652cd3398fab91_1401","c9f86137e46aba7d7655704f281d0e42_450","d85e8842589287b51ccafc8c2ab682fd_1321","72423b0a20e1eaaa23e55b78118edd99_4008","0983e9ef5d2d51f2c7fe65caad871066_1335","071df2bd90ec8224320f416a082a7ee2_1417","f80477e6bb8d2c709ffd872956318dda_1420","29d2a391aac6e81216e86f42a012931d_1629","4903566b198540aa48641e5fce1361b3_1629"
"group_1541","pstA","phosphate ABC transporter permease PstA","10","10","1","1","1907","","","","884","884","884","4e0ebb2f352ce5f77c4dc810bc08f662_3810","5304d155c86e7e0505652cd3398fab91_2624","c9f86137e46aba7d7655704f281d0e42_1665","d85e8842589287b51ccafc8c2ab682fd_2509","72423b0a20e1eaaa23e55b78118edd99_2843","0983e9ef5d2d51f2c7fe65caad871066_2523","071df2bd90ec8224320f416a082a7ee2_2599","f80477e6bb8d2c709ffd872956318dda_2667","29d2a391aac6e81216e86f42a012931d_2969","4903566b198540aa48641e5fce1361b3_2969"
"rlmH","","23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH","10","10","1","1","2661","","","","479","479","479","4e0ebb2f352ce5f77c4dc810bc08f662_1189","5304d155c86e7e0505652cd3398fab91_4362","c9f86137e46aba7d7655704f281d0e42_3410","d85e8842589287b51ccafc8c2ab682fd_4219","72423b0a20e1eaaa23e55b78118edd99_1078","0983e9ef5d2d51f2c7fe65caad871066_4233","071df2bd90ec8224320f416a082a7ee2_4325","f80477e6bb8d2c709ffd872956318dda_4462","29d2a391aac6e81216e86f42a012931d_4982","4903566b198540aa48641e5fce1361b3_4982"
"treR","","trehalose operon repressor","10","10","1","1","979","","","","710","710","710","4e0ebb2f352ce5f77c4dc810bc08f662_334","5304d155c86e7e0505652cd3398fab91_3502","c9f86137e46aba7d7655704f281d0e42_2553","d85e8842589287b51ccafc8c2ab682fd_3376","72423b0a20e1eaaa23e55b78118edd99_1911","0983e9ef5d2d51f2c7fe65caad871066_3390","071df2bd90ec8224320f416a082a7ee2_3500","f80477e6bb8d2c709ffd872956318dda_3587","29d2a391aac6e81216e86f42a012931d_4040","4903566b198540aa48641e5fce1361b3_4040"
"greA","","transcription elongation factor GreA","10","10","1","1","1276","","","","482","482","482","4e0ebb2f352ce5f77c4dc810bc08f662_4002","5304d155c86e7e0505652cd3398fab91_2847","c9f86137e46aba7d7655704f281d0e42_1859","d85e8842589287b51ccafc8c2ab682fd_2723","72423b0a20e1eaaa23e55b78118edd99_2625","0983e9ef5d2d51f2c7fe65caad871066_2737","071df2bd90ec8224320f416a082a7ee2_2813","f80477e6bb8d2c709ffd872956318dda_2895","29d2a391aac6e81216e86f42a012931d_3214","4903566b198540aa48641e5fce1361b3_3214"
"WP_000568988.1","","DNA-directed RNA polymerase subunit alpha","10","10","1","1","2107","","","","935","935","935","4e0ebb2f352ce5f77c4dc810bc08f662_1719","5304d155c86e7e0505652cd3398fab91_517","c9f86137e46aba7d7655704f281d0e42_3940","d85e8842589287b51ccafc8c2ab682fd_461","72423b0a20e1eaaa23e55b78118edd99_514","0983e9ef5d2d51f2c7fe65caad871066_461","071df2bd90ec8224320f416a082a7ee2_557","f80477e6bb8d2c709ffd872956318dda_485","29d2a391aac6e81216e86f42a012931d_621","4903566b198540aa48641e5fce1361b3_621"
"WP_000171676.1","","GTP pyrophosphokinase family protein","10","10","1","1","308","","","","671","671","671","4e0ebb2f352ce5f77c4dc810bc08f662_3287","5304d155c86e7e0505652cd3398fab91_2098","c9f86137e46aba7d7655704f281d0e42_1128","d85e8842589287b51ccafc8c2ab682fd_2004","72423b0a20e1eaaa23e55b78118edd99_3214","0983e9ef5d2d51f2c7fe65caad871066_1927","071df2bd90ec8224320f416a082a7ee2_2124","f80477e6bb8d2c709ffd872956318dda_2133","29d2a391aac6e81216e86f42a012931d_2416","4903566b198540aa48641e5fce1361b3_2416"
"WP_001054562.1","","F0F1 ATP synthase subunit C","10","10","1","1","1310","","","","200","200","200","4e0ebb2f352ce5f77c4dc810bc08f662_3996","5304d155c86e7e0505652cd3398fab91_2837","c9f86137e46aba7d7655704f281d0e42_1853","d85e8842589287b51ccafc8c2ab682fd_2717","72423b0a20e1eaaa23e55b78118edd99_2635","0983e9ef5d2d51f2c7fe65caad871066_2731","071df2bd90ec8224320f416a082a7ee2_2807","f80477e6bb8d2c709ffd872956318dda_2887","29d2a391aac6e81216e86f42a012931d_3203","4903566b198540aa48641e5fce1361b3_3203"
"psaA","","metal ABC transporter substrate-binding lipoprotein/adhesin PsaA","10","10","1","1","1156","","","","929","929","929","4e0ebb2f352ce5f77c4dc810bc08f662_4257","5304d155c86e7e0505652cd3398fab91_3082","c9f86137e46aba7d7655704f281d0e42_2112","d85e8842589287b51ccafc8c2ab682fd_2960","72423b0a20e1eaaa23e55b78118edd99_2398","0983e9ef5d2d51f2c7fe65caad871066_2974","071df2bd90ec8224320f416a082a7ee2_3060","f80477e6bb8d2c709ffd872956318dda_3149","29d2a391aac6e81216e86f42a012931d_3510","4903566b198540aa48641e5fce1361b3_3510"
"WP_000127552.1","","MgtC/SapB family protein","10","10","1","1","1040","","","","710","710","710","4e0ebb2f352ce5f77c4dc810bc08f662_221","5304d155c86e7e0505652cd3398fab91_3393","c9f86137e46aba7d7655704f281d0e42_2440","d85e8842589287b51ccafc8c2ab682fd_3261","72423b0a20e1eaaa23e55b78118edd99_2020","0983e9ef5d2d51f2c7fe65caad871066_3275","071df2bd90ec8224320f416a082a7ee2_3391","f80477e6bb8d2c709ffd872956318dda_3463","29d2a391aac6e81216e86f42a012931d_3897","4903566b198540aa48641e5fce1361b3_3897"
"comC","","competence-stimulating peptide ComC","10","10","1","1","2662","","","","125","125","125","4e0ebb2f352ce5f77c4dc810bc08f662_1184","5304d155c86e7e0505652cd3398fab91_4357","c9f86137e46aba7d7655704f281d0e42_3405","d85e8842589287b51ccafc8c2ab682fd_4214","72423b0a20e1eaaa23e55b78118edd99_1083","0983e9ef5d2d51f2c7fe65caad871066_4228","071df2bd90ec8224320f416a082a7ee2_4320","f80477e6bb8d2c709ffd872956318dda_4457","29d2a391aac6e81216e86f42a012931d_4977","4903566b198540aa48641e5fce1361b3_4977"
"WP_000570244.1","","DUF4649 family protein","10","10","1","1","909","","","","221","221","221","4e0ebb2f352ce5f77c4dc810bc08f662_101","5304d155c86e7e0505652cd3398fab91_3288","c9f86137e46aba7d7655704f281d0e42_2320","d85e8842589287b51ccafc8c2ab682fd_3168","72423b0a20e1eaaa23e55b78118edd99_2150","0983e9ef5d2d51f2c7fe65caad871066_3182","071df2bd90ec8224320f416a082a7ee2_3264","f80477e6bb8d2c709ffd872956318dda_3365","29d2a391aac6e81216e86f42a012931d_3754","4903566b198540aa48641e5fce1361b3_3754"
"gpsB","","cell division regulator GpsB","10","10","1","1","1784","","","","329","329","329","4e0ebb2f352ce5f77c4dc810bc08f662_1955","5304d155c86e7e0505652cd3398fab91_749","c9f86137e46aba7d7655704f281d0e42_4178","d85e8842589287b51ccafc8c2ab682fd_689","72423b0a20e1eaaa23e55b78118edd99_264","0983e9ef5d2d51f2c7fe65caad871066_703","071df2bd90ec8224320f416a082a7ee2_783","f80477e6bb8d2c709ffd872956318dda_727","29d2a391aac6e81216e86f42a012931d_872","4903566b198540aa48641e5fce1361b3_872"
"WP_001145225.1","","DUF3270 domain-containing protein","10","10","1","1","1325","","","","287","287","287","4e0ebb2f352ce5f77c4dc810bc08f662_2712","5304d155c86e7e0505652cd3398fab91_1510","c9f86137e46aba7d7655704f281d0e42_547","d85e8842589287b51ccafc8c2ab682fd_1420","72423b0a20e1eaaa23e55b78118edd99_3913","0983e9ef5d2d51f2c7fe65caad871066_1434","071df2bd90ec8224320f416a082a7ee2_1514","f80477e6bb8d2c709ffd872956318dda_1523","29d2a391aac6e81216e86f42a012931d_1738","4903566b198540aa48641e5fce1361b3_1738"
"era","","GTPase Era","10","10","1","1","467","","","","899","899","899","4e0ebb2f352ce5f77c4dc810bc08f662_3027","5304d155c86e7e0505652cd3398fab91_1836","c9f86137e46aba7d7655704f281d0e42_862","d85e8842589287b51ccafc8c2ab682fd_1738","72423b0a20e1eaaa23e55b78118edd99_3604","0983e9ef5d2d51f2c7fe65caad871066_1752","071df2bd90ec8224320f416a082a7ee2_1840","f80477e6bb8d2c709ffd872956318dda_1863","29d2a391aac6e81216e86f42a012931d_2117","4903566b198540aa48641e5fce1361b3_2117"
"WP_000379621.1","","KH domain-containing protein","10","10","1","1","553","","","","239","239","239","4e0ebb2f352ce5f77c4dc810bc08f662_2658","5304d155c86e7e0505652cd3398fab91_1446","c9f86137e46aba7d7655704f281d0e42_493","d85e8842589287b51ccafc8c2ab682fd_1364","72423b0a20e1eaaa23e55b78118edd99_3965","0983e9ef5d2d51f2c7fe65caad871066_1378","071df2bd90ec8224320f416a082a7ee2_1460","f80477e6bb8d2c709ffd872956318dda_1464","29d2a391aac6e81216e86f42a012931d_1673","4903566b198540aa48641e5fce1361b3_1673"
"pstC","","phosphate ABC transporter permease subunit PstC","10","10","1","1","1908","","","","917","917","917","4e0ebb2f352ce5f77c4dc810bc08f662_3812","5304d155c86e7e0505652cd3398fab91_2626","c9f86137e46aba7d7655704f281d0e42_1667","d85e8842589287b51ccafc8c2ab682fd_2511","72423b0a20e1eaaa23e55b78118edd99_2841","0983e9ef5d2d51f2c7fe65caad871066_2525","071df2bd90ec8224320f416a082a7ee2_2601","f80477e6bb8d2c709ffd872956318dda_2669","29d2a391aac6e81216e86f42a012931d_2971","4903566b198540aa48641e5fce1361b3_2971"
"WP_000520411.1","","hypothetical protein","10","10","1","1","446","","","","314","314","314","4e0ebb2f352ce5f77c4dc810bc08f662_3069","5304d155c86e7e0505652cd3398fab91_1878","c9f86137e46aba7d7655704f281d0e42_904","d85e8842589287b51ccafc8c2ab682fd_1780","72423b0a20e1eaaa23e55b78118edd99_3562","0983e9ef5d2d51f2c7fe65caad871066_1794","071df2bd90ec8224320f416a082a7ee2_1882","f80477e6bb8d2c709ffd872956318dda_1906","29d2a391aac6e81216e86f42a012931d_2164","4903566b198540aa48641e5fce1361b3_2164"
"group_1558","","transposase","10","10","1","1","454","","","","95","95","95","4e0ebb2f352ce5f77c4dc810bc08f662_3055","5304d155c86e7e0505652cd3398fab91_1864","c9f86137e46aba7d7655704f281d0e42_890","d85e8842589287b51ccafc8c2ab682fd_1766","72423b0a20e1eaaa23e55b78118edd99_3576","0983e9ef5d2d51f2c7fe65caad871066_1780","071df2bd90ec8224320f416a082a7ee2_1868","f80477e6bb8d2c709ffd872956318dda_1892","29d2a391aac6e81216e86f42a012931d_2149","4903566b198540aa48641e5fce1361b3_2149"
"WP_000048055.1","","30S ribosomal protein S21","10","10","1","1","1922","","","","176","176","176","4e0ebb2f352ce5f77c4dc810bc08f662_3840","5304d155c86e7e0505652cd3398fab91_2654","c9f86137e46aba7d7655704f281d0e42_1695","d85e8842589287b51ccafc8c2ab682fd_2539","72423b0a20e1eaaa23e55b78118edd99_2813","0983e9ef5d2d51f2c7fe65caad871066_2553","071df2bd90ec8224320f416a082a7ee2_2629","f80477e6bb8d2c709ffd872956318dda_2698","29d2a391aac6e81216e86f42a012931d_3000","4903566b198540aa48641e5fce1361b3_3000"
"typA","","translational GTPase TypA","10","10","1","1","2286","","","","1841","1841","1841","4e0ebb2f352ce5f77c4dc810bc08f662_2476","5304d155c86e7e0505652cd3398fab91_1286","c9f86137e46aba7d7655704f281d0e42_311","d85e8842589287b51ccafc8c2ab682fd_1200","72423b0a20e1eaaa23e55b78118edd99_4117","0983e9ef5d2d51f2c7fe65caad871066_1214","071df2bd90ec8224320f416a082a7ee2_1304","f80477e6bb8d2c709ffd872956318dda_1291","29d2a391aac6e81216e86f42a012931d_1498","4903566b198540aa48641e5fce1361b3_1498"
"secE","","preprotein translocase subunit SecE","10","10","1","1","614","","","","176","176","176","4e0ebb2f352ce5f77c4dc810bc08f662_663","5304d155c86e7e0505652cd3398fab91_3839","c9f86137e46aba7d7655704f281d0e42_2884","d85e8842589287b51ccafc8c2ab682fd_3719","72423b0a20e1eaaa23e55b78118edd99_1572","0983e9ef5d2d51f2c7fe65caad871066_3733","071df2bd90ec8224320f416a082a7ee2_3831","f80477e6bb8d2c709ffd872956318dda_3944","29d2a391aac6e81216e86f42a012931d_4416","4903566b198540aa48641e5fce1361b3_4416"
"rpsE","","30S ribosomal protein S5","10","10","1","1","2098","","","","494","494","494","4e0ebb2f352ce5f77c4dc810bc08f662_1701","5304d155c86e7e0505652cd3398fab91_499","c9f86137e46aba7d7655704f281d0e42_3922","d85e8842589287b51ccafc8c2ab682fd_443","72423b0a20e1eaaa23e55b78118edd99_532","0983e9ef5d2d51f2c7fe65caad871066_443","071df2bd90ec8224320f416a082a7ee2_539","f80477e6bb8d2c709ffd872956318dda_467","29d2a391aac6e81216e86f42a012931d_603","4903566b198540aa48641e5fce1361b3_603"
"WP_000747408.1","","ECF transporter S component","10","10","1","1","265","","","","563","563","563","4e0ebb2f352ce5f77c4dc810bc08f662_3502","5304d155c86e7e0505652cd3398fab91_2337","c9f86137e46aba7d7655704f281d0e42_1345","d85e8842589287b51ccafc8c2ab682fd_2216","72423b0a20e1eaaa23e55b78118edd99_3132","0983e9ef5d2d51f2c7fe65caad871066_2230","071df2bd90ec8224320f416a082a7ee2_2336","f80477e6bb8d2c709ffd872956318dda_2357","29d2a391aac6e81216e86f42a012931d_2664","4903566b198540aa48641e5fce1361b3_2664"
