"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10430","NCTC10444","NCTC10537","NCTC10973","NCTC11023","NCTC12655","NCTC9008","NCTC9022","NCTC9041","NCTC9054"
"lhgO","","L-2-hydroxyglutarate oxidase","10","10","1","1","3449","","","","1268","1268","1268","de5d112513ebace038d16be8aa9e1273_3562","2000d99c1a4f4644d4dc8bc5f335fcca_2420","8291d5e9ef160a270636991509e0e85c_2244","b1b2c14e5b2eae9d99465ee4aa5d53b7_2175","f95cc3601e9bedf7c0d3dbaf7722b312_2273","81c24e080905d6ecc25e00770222c603_2150","a963e031a0e9d0bd7ea9f5c201bde08a_2200","cf4339b1a0ea8d217cfa00a17e46d961_2575","6f47304ac79aadc337208f6d61504bf4_2114","65f1bac1425e1f84709282b5f5eed1ce_2359"
"csiD","","carbon starvation induced protein CsiD","10","10","1","1","3451","","","","977","977","977","de5d112513ebace038d16be8aa9e1273_3564","2000d99c1a4f4644d4dc8bc5f335fcca_2422","8291d5e9ef160a270636991509e0e85c_2246","b1b2c14e5b2eae9d99465ee4aa5d53b7_2177","f95cc3601e9bedf7c0d3dbaf7722b312_2275","81c24e080905d6ecc25e00770222c603_2152","a963e031a0e9d0bd7ea9f5c201bde08a_2202","cf4339b1a0ea8d217cfa00a17e46d961_2577","6f47304ac79aadc337208f6d61504bf4_2116","65f1bac1425e1f84709282b5f5eed1ce_2361"
"WP_000976004.1","","DUF2799 domain-containing protein","10","10","1","1","3211","","","","365","365","365","de5d112513ebace038d16be8aa9e1273_3607","2000d99c1a4f4644d4dc8bc5f335fcca_2470","8291d5e9ef160a270636991509e0e85c_2295","b1b2c14e5b2eae9d99465ee4aa5d53b7_2253","f95cc3601e9bedf7c0d3dbaf7722b312_2410","81c24e080905d6ecc25e00770222c603_2256","a963e031a0e9d0bd7ea9f5c201bde08a_2245","cf4339b1a0ea8d217cfa00a17e46d961_2616","6f47304ac79aadc337208f6d61504bf4_2208","65f1bac1425e1f84709282b5f5eed1ce_2420"
"aroF","","3-deoxy-7-phosphoheptulonate synthase AroF","10","10","1","1","3210","","","","1040","1070","1067","de5d112513ebace038d16be8aa9e1273_3609","2000d99c1a4f4644d4dc8bc5f335fcca_2472","8291d5e9ef160a270636991509e0e85c_2297","b1b2c14e5b2eae9d99465ee4aa5d53b7_2255","f95cc3601e9bedf7c0d3dbaf7722b312_2412","81c24e080905d6ecc25e00770222c603_2258","a963e031a0e9d0bd7ea9f5c201bde08a_2247","cf4339b1a0ea8d217cfa00a17e46d961_2618","6f47304ac79aadc337208f6d61504bf4_2210","65f1bac1425e1f84709282b5f5eed1ce_2422"
"srmB","","ATP-dependent RNA helicase SrmB","10","10","1","1","3189","","","","536","1334","1254","de5d112513ebace038d16be8aa9e1273_3661","2000d99c1a4f4644d4dc8bc5f335fcca_2529","8291d5e9ef160a270636991509e0e85c_2350","b1b2c14e5b2eae9d99465ee4aa5d53b7_2308","f95cc3601e9bedf7c0d3dbaf7722b312_2465","81c24e080905d6ecc25e00770222c603_2311","a963e031a0e9d0bd7ea9f5c201bde08a_2300","cf4339b1a0ea8d217cfa00a17e46d961_2671","6f47304ac79aadc337208f6d61504bf4_2263","65f1bac1425e1f84709282b5f5eed1ce_2476"
"rnc","","ribonuclease III","10","10","1","1","3179","","","","662","680","678","de5d112513ebace038d16be8aa9e1273_3681","2000d99c1a4f4644d4dc8bc5f335fcca_2549","8291d5e9ef160a270636991509e0e85c_2370","b1b2c14e5b2eae9d99465ee4aa5d53b7_2328","f95cc3601e9bedf7c0d3dbaf7722b312_2485","81c24e080905d6ecc25e00770222c603_2331","a963e031a0e9d0bd7ea9f5c201bde08a_2320","cf4339b1a0ea8d217cfa00a17e46d961_2691","6f47304ac79aadc337208f6d61504bf4_2283","65f1bac1425e1f84709282b5f5eed1ce_2496"
"qseG","","two-component system QseEF-associated lipoprotein QseG","10","10","1","1","3137","","","","713","713","713","de5d112513ebace038d16be8aa9e1273_3707","2000d99c1a4f4644d4dc8bc5f335fcca_2575","8291d5e9ef160a270636991509e0e85c_2398","b1b2c14e5b2eae9d99465ee4aa5d53b7_2354","f95cc3601e9bedf7c0d3dbaf7722b312_2511","81c24e080905d6ecc25e00770222c603_2357","a963e031a0e9d0bd7ea9f5c201bde08a_2346","cf4339b1a0ea8d217cfa00a17e46d961_2827","6f47304ac79aadc337208f6d61504bf4_2309","65f1bac1425e1f84709282b5f5eed1ce_2522"
"glnB","","nitrogen regulatory protein P-II","10","10","1","1","3135","","","","337","338","337","de5d112513ebace038d16be8aa9e1273_3711","2000d99c1a4f4644d4dc8bc5f335fcca_2579","8291d5e9ef160a270636991509e0e85c_2402","b1b2c14e5b2eae9d99465ee4aa5d53b7_2358","f95cc3601e9bedf7c0d3dbaf7722b312_2515","81c24e080905d6ecc25e00770222c603_2361","a963e031a0e9d0bd7ea9f5c201bde08a_2350","cf4339b1a0ea8d217cfa00a17e46d961_2831","6f47304ac79aadc337208f6d61504bf4_2313","65f1bac1425e1f84709282b5f5eed1ce_2526"
"trmJ","","tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ","10","10","1","1","3113","","","","740","740","740","de5d112513ebace038d16be8aa9e1273_3741","2000d99c1a4f4644d4dc8bc5f335fcca_2625","8291d5e9ef160a270636991509e0e85c_2444","b1b2c14e5b2eae9d99465ee4aa5d53b7_2400","f95cc3601e9bedf7c0d3dbaf7722b312_2557","81c24e080905d6ecc25e00770222c603_2403","a963e031a0e9d0bd7ea9f5c201bde08a_2392","cf4339b1a0ea8d217cfa00a17e46d961_2861","6f47304ac79aadc337208f6d61504bf4_2355","65f1bac1425e1f84709282b5f5eed1ce_2568"
"fdx","","ISC system 2Fe-2S type ferredoxin","10","10","1","1","3106","","","","335","335","335","de5d112513ebace038d16be8aa9e1273_3755","2000d99c1a4f4644d4dc8bc5f335fcca_2639","8291d5e9ef160a270636991509e0e85c_2458","b1b2c14e5b2eae9d99465ee4aa5d53b7_2414","f95cc3601e9bedf7c0d3dbaf7722b312_2571","81c24e080905d6ecc25e00770222c603_2417","a963e031a0e9d0bd7ea9f5c201bde08a_2406","cf4339b1a0ea8d217cfa00a17e46d961_2875","6f47304ac79aadc337208f6d61504bf4_2369","65f1bac1425e1f84709282b5f5eed1ce_2582"
"iscX","","Fe-S cluster assembly protein IscX","10","10","1","1","3105","","","","200","200","200","de5d112513ebace038d16be8aa9e1273_3757","2000d99c1a4f4644d4dc8bc5f335fcca_2641","8291d5e9ef160a270636991509e0e85c_2460","b1b2c14e5b2eae9d99465ee4aa5d53b7_2416","f95cc3601e9bedf7c0d3dbaf7722b312_2573","81c24e080905d6ecc25e00770222c603_2419","a963e031a0e9d0bd7ea9f5c201bde08a_2408","cf4339b1a0ea8d217cfa00a17e46d961_2877","6f47304ac79aadc337208f6d61504bf4_2371","65f1bac1425e1f84709282b5f5eed1ce_2584"
"rodZ","","cytoskeleton protein RodZ","10","10","1","1","3093","","","","1007","1013","1011","de5d112513ebace038d16be8aa9e1273_3775","2000d99c1a4f4644d4dc8bc5f335fcca_2665","8291d5e9ef160a270636991509e0e85c_2476","b1b2c14e5b2eae9d99465ee4aa5d53b7_2432","f95cc3601e9bedf7c0d3dbaf7722b312_2589","81c24e080905d6ecc25e00770222c603_2435","a963e031a0e9d0bd7ea9f5c201bde08a_2424","cf4339b1a0ea8d217cfa00a17e46d961_2893","6f47304ac79aadc337208f6d61504bf4_2387","65f1bac1425e1f84709282b5f5eed1ce_2600"
"WP_000409205.1","","ancillary SecYEG translocon subunit YfgM","10","10","1","1","3090","","","","536","620","611","de5d112513ebace038d16be8aa9e1273_3781","2000d99c1a4f4644d4dc8bc5f335fcca_2671","8291d5e9ef160a270636991509e0e85c_2482","b1b2c14e5b2eae9d99465ee4aa5d53b7_2438","f95cc3601e9bedf7c0d3dbaf7722b312_2595","81c24e080905d6ecc25e00770222c603_2441","a963e031a0e9d0bd7ea9f5c201bde08a_2430","cf4339b1a0ea8d217cfa00a17e46d961_2899","6f47304ac79aadc337208f6d61504bf4_2393","65f1bac1425e1f84709282b5f5eed1ce_2606"
"WP_000076001.1","","DUF2633 family protein","10","10","1","1","3014","","","","173","191","187","de5d112513ebace038d16be8aa9e1273_3807","2000d99c1a4f4644d4dc8bc5f335fcca_2689","8291d5e9ef160a270636991509e0e85c_2500","b1b2c14e5b2eae9d99465ee4aa5d53b7_2456","f95cc3601e9bedf7c0d3dbaf7722b312_2646","81c24e080905d6ecc25e00770222c603_2459","a963e031a0e9d0bd7ea9f5c201bde08a_2553","cf4339b1a0ea8d217cfa00a17e46d961_2923","6f47304ac79aadc337208f6d61504bf4_2411","65f1bac1425e1f84709282b5f5eed1ce_2624"
"WP_000258236.1","","ArsC family reductase","10","10","1","1","2978","","","","356","356","356","de5d112513ebace038d16be8aa9e1273_3851","2000d99c1a4f4644d4dc8bc5f335fcca_2763","8291d5e9ef160a270636991509e0e85c_2572","b1b2c14e5b2eae9d99465ee4aa5d53b7_2526","f95cc3601e9bedf7c0d3dbaf7722b312_2716","81c24e080905d6ecc25e00770222c603_2529","a963e031a0e9d0bd7ea9f5c201bde08a_2627","cf4339b1a0ea8d217cfa00a17e46d961_2969","6f47304ac79aadc337208f6d61504bf4_2481","65f1bac1425e1f84709282b5f5eed1ce_2706"
"nudK","","GDP-mannose pyrophosphatase NudK","10","10","1","1","2973","","","","575","575","575","de5d112513ebace038d16be8aa9e1273_3861","2000d99c1a4f4644d4dc8bc5f335fcca_2773","8291d5e9ef160a270636991509e0e85c_2582","b1b2c14e5b2eae9d99465ee4aa5d53b7_2536","f95cc3601e9bedf7c0d3dbaf7722b312_2726","81c24e080905d6ecc25e00770222c603_2539","a963e031a0e9d0bd7ea9f5c201bde08a_2637","cf4339b1a0ea8d217cfa00a17e46d961_2979","6f47304ac79aadc337208f6d61504bf4_2491","65f1bac1425e1f84709282b5f5eed1ce_2716"
"eutP","","ethanolamine utilization acetate kinase EutP","10","10","1","1","2967","","","","479","479","479","de5d112513ebace038d16be8aa9e1273_3873","2000d99c1a4f4644d4dc8bc5f335fcca_2788","8291d5e9ef160a270636991509e0e85c_2594","b1b2c14e5b2eae9d99465ee4aa5d53b7_2548","f95cc3601e9bedf7c0d3dbaf7722b312_2738","81c24e080905d6ecc25e00770222c603_2551","a963e031a0e9d0bd7ea9f5c201bde08a_2649","cf4339b1a0ea8d217cfa00a17e46d961_2991","6f47304ac79aadc337208f6d61504bf4_2503","65f1bac1425e1f84709282b5f5eed1ce_2728"
"eutJ","","ethanolamine utilization protein EutJ","10","10","1","1","2960","","","","833","836","835","de5d112513ebace038d16be8aa9e1273_3887","2000d99c1a4f4644d4dc8bc5f335fcca_2802","8291d5e9ef160a270636991509e0e85c_2608","b1b2c14e5b2eae9d99465ee4aa5d53b7_2562","f95cc3601e9bedf7c0d3dbaf7722b312_2752","81c24e080905d6ecc25e00770222c603_2565","a963e031a0e9d0bd7ea9f5c201bde08a_2663","cf4339b1a0ea8d217cfa00a17e46d961_3005","6f47304ac79aadc337208f6d61504bf4_2517","65f1bac1425e1f84709282b5f5eed1ce_2742"
"eutG","","ethanolamine utilization ethanol dehydrogenase EutG","10","10","1","1","2959","","","","1187","1187","1187","de5d112513ebace038d16be8aa9e1273_3889","2000d99c1a4f4644d4dc8bc5f335fcca_2804","8291d5e9ef160a270636991509e0e85c_2610","b1b2c14e5b2eae9d99465ee4aa5d53b7_2564","f95cc3601e9bedf7c0d3dbaf7722b312_2754","81c24e080905d6ecc25e00770222c603_2567","a963e031a0e9d0bd7ea9f5c201bde08a_2665","cf4339b1a0ea8d217cfa00a17e46d961_3007","6f47304ac79aadc337208f6d61504bf4_2519","65f1bac1425e1f84709282b5f5eed1ce_2744"
"eutL","","ethanolamine utilization microcompartment protein EutL","10","10","1","1","2954","","","","659","659","659","de5d112513ebace038d16be8aa9e1273_3899","2000d99c1a4f4644d4dc8bc5f335fcca_2817","8291d5e9ef160a270636991509e0e85c_2620","b1b2c14e5b2eae9d99465ee4aa5d53b7_2574","f95cc3601e9bedf7c0d3dbaf7722b312_2764","81c24e080905d6ecc25e00770222c603_2577","a963e031a0e9d0bd7ea9f5c201bde08a_2675","cf4339b1a0ea8d217cfa00a17e46d961_3017","6f47304ac79aadc337208f6d61504bf4_2529","65f1bac1425e1f84709282b5f5eed1ce_2754"
"WP_000842944.1","","DUF2919 domain-containing protein","10","10","1","1","2948","","","","449","449","449","de5d112513ebace038d16be8aa9e1273_3911","2000d99c1a4f4644d4dc8bc5f335fcca_2829","8291d5e9ef160a270636991509e0e85c_2632","b1b2c14e5b2eae9d99465ee4aa5d53b7_2586","f95cc3601e9bedf7c0d3dbaf7722b312_2776","81c24e080905d6ecc25e00770222c603_2589","a963e031a0e9d0bd7ea9f5c201bde08a_2687","cf4339b1a0ea8d217cfa00a17e46d961_3029","6f47304ac79aadc337208f6d61504bf4_2541","65f1bac1425e1f84709282b5f5eed1ce_2766"
"cysM","","cysteine synthase B","10","10","1","1","2936","","","","910","911","910","de5d112513ebace038d16be8aa9e1273_3933","2000d99c1a4f4644d4dc8bc5f335fcca_2853","8291d5e9ef160a270636991509e0e85c_2654","b1b2c14e5b2eae9d99465ee4aa5d53b7_2610","f95cc3601e9bedf7c0d3dbaf7722b312_2800","81c24e080905d6ecc25e00770222c603_2613","a963e031a0e9d0bd7ea9f5c201bde08a_2711","cf4339b1a0ea8d217cfa00a17e46d961_3049","6f47304ac79aadc337208f6d61504bf4_2565","65f1bac1425e1f84709282b5f5eed1ce_2792"
"WP_001296278.1","","putative DNA-binding transcriptional regulator","10","10","1","1","2913","","","","344","359","347","de5d112513ebace038d16be8aa9e1273_3985","2000d99c1a4f4644d4dc8bc5f335fcca_2901","8291d5e9ef160a270636991509e0e85c_2700","b1b2c14e5b2eae9d99465ee4aa5d53b7_2667","f95cc3601e9bedf7c0d3dbaf7722b312_2859","81c24e080905d6ecc25e00770222c603_2670","a963e031a0e9d0bd7ea9f5c201bde08a_2755","cf4339b1a0ea8d217cfa00a17e46d961_3101","6f47304ac79aadc337208f6d61504bf4_2626","65f1bac1425e1f84709282b5f5eed1ce_2847"
"WP_000497400.1","","sensor domain-containing phosphodiesterase","10","10","1","1","2910","","","","2189","2189","2189","de5d112513ebace038d16be8aa9e1273_3993","2000d99c1a4f4644d4dc8bc5f335fcca_2909","8291d5e9ef160a270636991509e0e85c_2708","b1b2c14e5b2eae9d99465ee4aa5d53b7_2675","f95cc3601e9bedf7c0d3dbaf7722b312_2867","81c24e080905d6ecc25e00770222c603_2678","a963e031a0e9d0bd7ea9f5c201bde08a_2763","cf4339b1a0ea8d217cfa00a17e46d961_3109","6f47304ac79aadc337208f6d61504bf4_2634","65f1bac1425e1f84709282b5f5eed1ce_2855"
"ypdE","","aminopeptidase","10","10","1","1","2900","","","","1037","1037","1037","de5d112513ebace038d16be8aa9e1273_4011","2000d99c1a4f4644d4dc8bc5f335fcca_2927","8291d5e9ef160a270636991509e0e85c_2726","b1b2c14e5b2eae9d99465ee4aa5d53b7_2695","f95cc3601e9bedf7c0d3dbaf7722b312_2887","81c24e080905d6ecc25e00770222c603_2698","a963e031a0e9d0bd7ea9f5c201bde08a_2781","cf4339b1a0ea8d217cfa00a17e46d961_3127","6f47304ac79aadc337208f6d61504bf4_2652","65f1bac1425e1f84709282b5f5eed1ce_2873"
"WP_000646835.1","","AraC family transcriptional regulator","10","10","1","1","2898","","","","839","857","855","de5d112513ebace038d16be8aa9e1273_4015","2000d99c1a4f4644d4dc8bc5f335fcca_2931","8291d5e9ef160a270636991509e0e85c_2730","b1b2c14e5b2eae9d99465ee4aa5d53b7_2699","f95cc3601e9bedf7c0d3dbaf7722b312_2891","81c24e080905d6ecc25e00770222c603_2702","a963e031a0e9d0bd7ea9f5c201bde08a_2785","cf4339b1a0ea8d217cfa00a17e46d961_3131","6f47304ac79aadc337208f6d61504bf4_2656","65f1bac1425e1f84709282b5f5eed1ce_2877"
"ypdK","","membrane protein YpdK","10","10","1","1","2894","","","","71","71","71","de5d112513ebace038d16be8aa9e1273_4023","2000d99c1a4f4644d4dc8bc5f335fcca_2939","8291d5e9ef160a270636991509e0e85c_2738","b1b2c14e5b2eae9d99465ee4aa5d53b7_2707","f95cc3601e9bedf7c0d3dbaf7722b312_2899","81c24e080905d6ecc25e00770222c603_2710","a963e031a0e9d0bd7ea9f5c201bde08a_2793","cf4339b1a0ea8d217cfa00a17e46d961_3139","6f47304ac79aadc337208f6d61504bf4_2664","65f1bac1425e1f84709282b5f5eed1ce_2885"
"lpxP","","kdo(2)-lipid IV(A) palmitoleoyltransferase","10","10","1","1","2893","","","","920","920","920","de5d112513ebace038d16be8aa9e1273_4025","2000d99c1a4f4644d4dc8bc5f335fcca_2941","8291d5e9ef160a270636991509e0e85c_2740","b1b2c14e5b2eae9d99465ee4aa5d53b7_2709","f95cc3601e9bedf7c0d3dbaf7722b312_2901","81c24e080905d6ecc25e00770222c603_2712","a963e031a0e9d0bd7ea9f5c201bde08a_2795","cf4339b1a0ea8d217cfa00a17e46d961_3141","6f47304ac79aadc337208f6d61504bf4_2666","65f1bac1425e1f84709282b5f5eed1ce_2887"
"epmC","","elongation factor P hydroxylase","10","10","1","1","2820","","","","548","548","548","de5d112513ebace038d16be8aa9e1273_4108","2000d99c1a4f4644d4dc8bc5f335fcca_3056","8291d5e9ef160a270636991509e0e85c_2817","b1b2c14e5b2eae9d99465ee4aa5d53b7_2782","f95cc3601e9bedf7c0d3dbaf7722b312_3000","81c24e080905d6ecc25e00770222c603_2823","a963e031a0e9d0bd7ea9f5c201bde08a_2872","cf4339b1a0ea8d217cfa00a17e46d961_3222","6f47304ac79aadc337208f6d61504bf4_2739","65f1bac1425e1f84709282b5f5eed1ce_2970"
"WP_000364335.1","","DedA family protein","10","10","1","1","2788","","","","659","659","659","de5d112513ebace038d16be8aa9e1273_4126","2000d99c1a4f4644d4dc8bc5f335fcca_3077","8291d5e9ef160a270636991509e0e85c_2835","b1b2c14e5b2eae9d99465ee4aa5d53b7_2800","f95cc3601e9bedf7c0d3dbaf7722b312_3018","81c24e080905d6ecc25e00770222c603_2841","a963e031a0e9d0bd7ea9f5c201bde08a_2890","cf4339b1a0ea8d217cfa00a17e46d961_3240","6f47304ac79aadc337208f6d61504bf4_2757","65f1bac1425e1f84709282b5f5eed1ce_3088"
"accD","","acetyl-CoA carboxylase, carboxyltransferase subunit beta","10","10","1","1","2787","","","","914","920","914","de5d112513ebace038d16be8aa9e1273_4128","2000d99c1a4f4644d4dc8bc5f335fcca_3079","8291d5e9ef160a270636991509e0e85c_2837","b1b2c14e5b2eae9d99465ee4aa5d53b7_2802","f95cc3601e9bedf7c0d3dbaf7722b312_3020","81c24e080905d6ecc25e00770222c603_2843","a963e031a0e9d0bd7ea9f5c201bde08a_2892","cf4339b1a0ea8d217cfa00a17e46d961_3242","6f47304ac79aadc337208f6d61504bf4_2759","65f1bac1425e1f84709282b5f5eed1ce_3090"
"ubiX","","flavin prenyltransferase UbiX","10","10","1","1","2782","","","","569","569","569","de5d112513ebace038d16be8aa9e1273_4138","2000d99c1a4f4644d4dc8bc5f335fcca_3089","8291d5e9ef160a270636991509e0e85c_2847","b1b2c14e5b2eae9d99465ee4aa5d53b7_2812","f95cc3601e9bedf7c0d3dbaf7722b312_3030","81c24e080905d6ecc25e00770222c603_2853","a963e031a0e9d0bd7ea9f5c201bde08a_2902","cf4339b1a0ea8d217cfa00a17e46d961_3252","6f47304ac79aadc337208f6d61504bf4_2769","65f1bac1425e1f84709282b5f5eed1ce_3100"
"WP_001028341.1","","TIGR01777 family protein","10","10","1","1","2775","","","","893","893","893","de5d112513ebace038d16be8aa9e1273_4150","2000d99c1a4f4644d4dc8bc5f335fcca_3103","8291d5e9ef160a270636991509e0e85c_2861","b1b2c14e5b2eae9d99465ee4aa5d53b7_2826","f95cc3601e9bedf7c0d3dbaf7722b312_3044","81c24e080905d6ecc25e00770222c603_2867","a963e031a0e9d0bd7ea9f5c201bde08a_2916","cf4339b1a0ea8d217cfa00a17e46d961_3264","6f47304ac79aadc337208f6d61504bf4_2783","65f1bac1425e1f84709282b5f5eed1ce_3114"
"yfcE","","phosphodiesterase","10","10","1","1","2771","","","","551","551","551","de5d112513ebace038d16be8aa9e1273_4158","2000d99c1a4f4644d4dc8bc5f335fcca_3111","8291d5e9ef160a270636991509e0e85c_2869","b1b2c14e5b2eae9d99465ee4aa5d53b7_2834","f95cc3601e9bedf7c0d3dbaf7722b312_3052","81c24e080905d6ecc25e00770222c603_2875","a963e031a0e9d0bd7ea9f5c201bde08a_2924","cf4339b1a0ea8d217cfa00a17e46d961_3272","6f47304ac79aadc337208f6d61504bf4_2791","65f1bac1425e1f84709282b5f5eed1ce_3122"
"menE","","o-succinylbenzoate--CoA ligase","10","10","1","1","2730","","","","1355","1355","1355","de5d112513ebace038d16be8aa9e1273_4230","2000d99c1a4f4644d4dc8bc5f335fcca_3183","8291d5e9ef160a270636991509e0e85c_2944","b1b2c14e5b2eae9d99465ee4aa5d53b7_2914","f95cc3601e9bedf7c0d3dbaf7722b312_3124","81c24e080905d6ecc25e00770222c603_2957","a963e031a0e9d0bd7ea9f5c201bde08a_2996","cf4339b1a0ea8d217cfa00a17e46d961_3344","6f47304ac79aadc337208f6d61504bf4_2871","65f1bac1425e1f84709282b5f5eed1ce_3194"
"arnF","","4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF","10","10","1","1","2726","","","","386","386","386","de5d112513ebace038d16be8aa9e1273_4234","2000d99c1a4f4644d4dc8bc5f335fcca_3187","8291d5e9ef160a270636991509e0e85c_2948","b1b2c14e5b2eae9d99465ee4aa5d53b7_2924","f95cc3601e9bedf7c0d3dbaf7722b312_3128","81c24e080905d6ecc25e00770222c603_2961","a963e031a0e9d0bd7ea9f5c201bde08a_3000","cf4339b1a0ea8d217cfa00a17e46d961_3348","6f47304ac79aadc337208f6d61504bf4_2875","65f1bac1425e1f84709282b5f5eed1ce_3198"
"arnE","","4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE","10","10","1","1","2725","","","","335","335","335","de5d112513ebace038d16be8aa9e1273_4236","2000d99c1a4f4644d4dc8bc5f335fcca_3189","8291d5e9ef160a270636991509e0e85c_2950","b1b2c14e5b2eae9d99465ee4aa5d53b7_2926","f95cc3601e9bedf7c0d3dbaf7722b312_3130","81c24e080905d6ecc25e00770222c603_2963","a963e031a0e9d0bd7ea9f5c201bde08a_3002","cf4339b1a0ea8d217cfa00a17e46d961_3350","6f47304ac79aadc337208f6d61504bf4_2877","65f1bac1425e1f84709282b5f5eed1ce_3200"
"WP_000032935.1","","nitrate reductase subunit alpha","10","10","1","1","7262","","","","116","3743","2668","de5d112513ebace038d16be8aa9e1273_6644","2000d99c1a4f4644d4dc8bc5f335fcca_5601","8291d5e9ef160a270636991509e0e85c_4952","b1b2c14e5b2eae9d99465ee4aa5d53b7_5066","f95cc3601e9bedf7c0d3dbaf7722b312_5262","81c24e080905d6ecc25e00770222c603_5129","a963e031a0e9d0bd7ea9f5c201bde08a_5203","cf4339b1a0ea8d217cfa00a17e46d961_5625","6f47304ac79aadc337208f6d61504bf4_5047","65f1bac1425e1f84709282b5f5eed1ce_4386"
"WP_000169728.1","","4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase","10","10","1","1","2723","","","","890","890","890","de5d112513ebace038d16be8aa9e1273_4240","2000d99c1a4f4644d4dc8bc5f335fcca_3193","8291d5e9ef160a270636991509e0e85c_2954","b1b2c14e5b2eae9d99465ee4aa5d53b7_2930","f95cc3601e9bedf7c0d3dbaf7722b312_3134","81c24e080905d6ecc25e00770222c603_2967","a963e031a0e9d0bd7ea9f5c201bde08a_3006","cf4339b1a0ea8d217cfa00a17e46d961_3354","6f47304ac79aadc337208f6d61504bf4_2881","65f1bac1425e1f84709282b5f5eed1ce_3204"
"arnB","","UDP-4-amino-4-deoxy-L-arabinose aminotransferase","10","10","1","1","2720","","","","1139","1139","1139","de5d112513ebace038d16be8aa9e1273_4246","2000d99c1a4f4644d4dc8bc5f335fcca_3199","8291d5e9ef160a270636991509e0e85c_2960","b1b2c14e5b2eae9d99465ee4aa5d53b7_2936","f95cc3601e9bedf7c0d3dbaf7722b312_3140","81c24e080905d6ecc25e00770222c603_2973","a963e031a0e9d0bd7ea9f5c201bde08a_3012","cf4339b1a0ea8d217cfa00a17e46d961_3360","6f47304ac79aadc337208f6d61504bf4_2887","65f1bac1425e1f84709282b5f5eed1ce_3210"
"WP_000879112.1","","histidine phosphatase family protein","10","10","1","1","2719","","","","557","602","593","de5d112513ebace038d16be8aa9e1273_4248","2000d99c1a4f4644d4dc8bc5f335fcca_3201","8291d5e9ef160a270636991509e0e85c_2962","b1b2c14e5b2eae9d99465ee4aa5d53b7_2938","f95cc3601e9bedf7c0d3dbaf7722b312_3142","81c24e080905d6ecc25e00770222c603_2975","a963e031a0e9d0bd7ea9f5c201bde08a_3014","cf4339b1a0ea8d217cfa00a17e46d961_3362","6f47304ac79aadc337208f6d61504bf4_2889","65f1bac1425e1f84709282b5f5eed1ce_3212"
"nudI","","nucleoside triphosphatase NudI","10","10","1","1","2718","","","","425","425","425","de5d112513ebace038d16be8aa9e1273_4250","2000d99c1a4f4644d4dc8bc5f335fcca_3203","8291d5e9ef160a270636991509e0e85c_2964","b1b2c14e5b2eae9d99465ee4aa5d53b7_2940","f95cc3601e9bedf7c0d3dbaf7722b312_3144","81c24e080905d6ecc25e00770222c603_2977","a963e031a0e9d0bd7ea9f5c201bde08a_3016","cf4339b1a0ea8d217cfa00a17e46d961_3364","6f47304ac79aadc337208f6d61504bf4_2891","65f1bac1425e1f84709282b5f5eed1ce_3214"
"WP_001300392.1","","porin","10","10","1","1","2717","","","","542","542","542","de5d112513ebace038d16be8aa9e1273_4252","2000d99c1a4f4644d4dc8bc5f335fcca_3205","8291d5e9ef160a270636991509e0e85c_2966","b1b2c14e5b2eae9d99465ee4aa5d53b7_2942","f95cc3601e9bedf7c0d3dbaf7722b312_3146","81c24e080905d6ecc25e00770222c603_2979","a963e031a0e9d0bd7ea9f5c201bde08a_3018","cf4339b1a0ea8d217cfa00a17e46d961_3366","6f47304ac79aadc337208f6d61504bf4_2893","65f1bac1425e1f84709282b5f5eed1ce_3216"
"WP_000921621.1","","nicotinamide mononucleotide deamidase-related protein YfaY","10","10","1","1","2716","","","","1202","1202","1202","de5d112513ebace038d16be8aa9e1273_4254","2000d99c1a4f4644d4dc8bc5f335fcca_3207","8291d5e9ef160a270636991509e0e85c_2968","b1b2c14e5b2eae9d99465ee4aa5d53b7_2944","f95cc3601e9bedf7c0d3dbaf7722b312_3148","81c24e080905d6ecc25e00770222c603_2981","a963e031a0e9d0bd7ea9f5c201bde08a_3020","cf4339b1a0ea8d217cfa00a17e46d961_3368","6f47304ac79aadc337208f6d61504bf4_2895","65f1bac1425e1f84709282b5f5eed1ce_3218"
"yfaU","","2-keto-3-deoxy-L-rhamnonate aldolase","10","10","1","1","2712","","","","470","803","769","de5d112513ebace038d16be8aa9e1273_4262","2000d99c1a4f4644d4dc8bc5f335fcca_3215","8291d5e9ef160a270636991509e0e85c_2976","b1b2c14e5b2eae9d99465ee4aa5d53b7_2952","f95cc3601e9bedf7c0d3dbaf7722b312_3156","81c24e080905d6ecc25e00770222c603_2989","a963e031a0e9d0bd7ea9f5c201bde08a_3028","cf4339b1a0ea8d217cfa00a17e46d961_3376","6f47304ac79aadc337208f6d61504bf4_2903","65f1bac1425e1f84709282b5f5eed1ce_3220"
